season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,5,5,1,4,0,0,4,0.0,4,0,0,0,0,5,2,0
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,0,0,0,0,0,0,3,0.0,3,3,0,3,0,0,4,0
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,5,2,1,4,0,4,5,80.0,1,0,0,0,0,5,4,0
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,3,2,1,2,0,1,2,50.0,1,5,3,2,3,6,8,0
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,6,4,5,1,0,4,7,57.1,3,23,14,9,8,14,40,2
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,11,9,5,5,1,5,9,55.6,4,4,1,3,2,13,3,0
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,7,3,3,3,1,3,5,60.0,2,3,0,3,0,7,2,1
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,17,10,10,6,1,9,14,64.3,5,8,3,5,4,21,21,1
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,2,1,0,0,2,1,3,33.3,2,2,0,2,0,2,2,0
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,19,12,3,11,5,8,16,50.0,8,11,1,10,2,21,8,0
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,25,22,20,5,0,14,20,70.0,6,13,3,10,13,38,32,0
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,12,7,2,2,8,3,15,20.0,12,14,3,11,7,19,7,0
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,29,17,16,7,6,13,22,59.1,9,18,2,16,13,42,17,1
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,2,2,2,0,0,2,2,100.0,0,0,0,0,2,4,1,0
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,9,6,1,6,2,2,3,66.7,1,6,2,4,0,9,9,0
2425,Tottenham,Guglielmo Vicario,ITA,GK,28-039,1996,11.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2
2425,Tottenham,James Maddison,ENG,MF,27-358,1996,7.6,13,7,4,6,3,6,16,37.5,10,5,2,3,6,19,10,0
2425,Tottenham,Lucas Bergvall,SWE,"MF,FW",18-287,2006,0.6,5,2,0,3,2,5,7,71.4,2,0,0,0,0,5,0,0
2425,Tottenham,Micky van de Ven,NED,DF,23-210,2001,7.9,7,4,3,3,1,5,10,50.0,5,6,4,2,9,16,24,1
2425,Tottenham,Mikey Moore,ENG,FW,17-096,2007,0.9,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
2425,Tottenham,Pape Matar Sarr,SEN,MF,22-062,2002,4.9,13,8,4,8,1,1,4,25.0,3,8,2,6,8,21,4,0
2425,Tottenham,Pedro Porro,ESP,DF,25-063,1999,11.0,25,17,11,8,6,17,26,65.4,9,15,5,10,15,40,23,0
2425,Tottenham,Radu Drăgușin,ROU,DF,22-286,2002,3.1,1,0,1,0,0,1,4,25.0,3,4,3,1,3,4,12,2
2425,Tottenham,Richarlison,BRA,FW,27-189,1997,1.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
2425,Tottenham,Rodrigo Bentancur,URU,MF,27-143,1997,5.9,19,9,9,9,1,11,16,68.8,5,5,0,5,16,35,5,0
2425,Tottenham,Son Heung-min,KOR,FW,32-130,1992,7.4,4,2,0,3,1,2,12,16.7,10,4,0,4,2,6,5,0
2425,Tottenham,Timo Werner,GER,"FW,MF",28-254,1996,3.0,2,2,1,1,0,1,4,25.0,3,9,1,8,1,3,2,0
2425,Tottenham,Wilson Odobert,FRA,FW,19-353,2004,1.8,5,2,2,2,1,4,6,66.7,2,1,0,1,0,5,1,1
2425,Tottenham,Yves Bissouma,MLI,MF,28-077,1996,4.5,12,9,5,6,1,8,13,61.5,5,4,1,3,5,17,13,0
2425,West Ham,Aaron Cresswell,ENG,DF,34-336,1989,0.3,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0
2425,West Ham,Aaron Wan-Bissaka,ENG,DF,26-355,1997,9.1,16,11,7,7,2,8,10,80.0,2,6,2,4,17,33,30,0
2425,West Ham,Alphonse Areola,FRA,GK,31-262,1993,7.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,5,0
2425,West Ham,Andy Irving,SCO,MF,24-186,2000,0.3,3,2,1,1,1,0,3,0.0,3,1,0,1,0,3,2,0
2425,West Ham,Carlos Soler,ESP,"MF,FW",27-318,1997,3.0,3,3,2,1,0,1,8,12.5,7,5,1,4,2,5,4,0
2425,West Ham,Crysencio Summerville,NED,"MF,FW",23-016,2001,3.8,5,2,1,2,2,1,3,33.3,2,5,2,3,0,5,5,0
2425,West Ham,Danny Ings,ENG,"FW,MF",32-115,1992,0.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
2425,West Ham,Edson Álvarez,MEX,"MF,DF",27-022,1997,4.5,11,7,7,3,1,6,7,85.7,1,7,2,5,8,19,8,0
2425,West Ham,Emerson Palmieri,ITA,DF,30-104,1994,9.5,28,16,18,8,2,13,21,61.9,8,15,3,12,10,38,21,0
2425,West Ham,Guido Rodríguez,ARG,MF,30-217,1994,8.9,25,13,16,9,0,11,26,42.3,15,15,7,8,10,35,22,1
2425,West Ham,James Ward-Prowse,ENG,MF,30-014,1994,0.2,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0
2425,West Ham,Jarrod Bowen,ENG,"MF,FW",27-331,1996,10.7,17,8,6,4,7,5,16,31.3,11,8,1,7,5,22,13,0
2425,West Ham,Jean-Clair Todibo,FRA,DF,24-321,1999,5.6,12,7,11,1,0,7,8,87.5,1,9,4,5,6,18,31,2
2425,West Ham,Konstantinos Mavropanos,GRE,DF,26-340,1997,7.2,12,9,9,2,1,6,10,60.0,4,11,9,2,14,26,39,0
2425,West Ham,Lucas Paquetá,BRA,MF,27-080,1997,9.0,15,9,8,6,1,5,13,38.5,8,15,2,13,5,20,10,2
2425,West Ham,Luis Guilherme,BRA,MF,18-280,2006,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2425,West Ham,Max Kilman,ENG,DF,27-176,1997,11.0,10,5,4,4,2,8,11,72.7,3,16,10,6,13,23,64,1
2425,West Ham,Michail Antonio,JAM,FW,34-232,1990,7.4,1,1,0,0,1,1,2,50.0,1,4,0,4,0,1,2,0
2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-105,2000,7.4,9,7,2,4,3,3,10,30.0,7,9,1,8,1,10,1,0
2425,West Ham,Niclas Füllkrug,GER,FW,31-280,1993,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2425,West Ham,Tomáš Souček,CZE,MF,29-262,1995,7.3,14,8,5,7,2,9,17,52.9,8,8,3,5,8,22,23,0
2425,West Ham,Vladimír Coufal,CZE,DF,32-085,1992,2.5,0,0,0,0,0,0,3,0.0,3,2,2,0,2,2,4,0
2425,West Ham,Łukasz Fabiański,POL,GK,39-211,1985,3.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
2425,Wolves,André,BRA,MF,23-122,2001,4.0,10,5,6,2,2,7,8,87.5,1,12,3,9,2,12,6,0
2425,Wolves,Carlos Forbs,POR,"MF,FW",20-241,2004,2.0,6,5,3,2,1,4,5,80.0,1,3,0,3,0,6,2,1
2425,Wolves,Chiquinho,POR,MF,24-284,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2425,Wolves,Craig Dawson,ENG,DF,34-193,1990,8.3,13,3,7,5,1,11,14,78.6,3,14,11,3,8,21,43,1
2425,Wolves,Daniel Podence,POR,"MF,FW",29-025,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
2425,Wolves,Gonçalo Guedes,POR,"FW,MF",27-352,1996,1.4,7,2,0,0,7,2,5,40.0,3,4,0,4,2,9,1,0
2425,Wolves,Hwang Hee-chan,KOR,"FW,MF",28-294,1996,2.8,1,0,0,0,1,0,1,0.0,1,5,0,5,1,2,3,0
2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-141,1998,5.3,6,4,2,2,2,2,3,66.7,1,7,1,6,4,10,4,0
2425,Wolves,José Sá,POR,GK,31-303,1993,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
2425,Wolves,João Gomes,BRA,MF,23-277,2001,10.3,35,20,21,13,1,7,29,24.1,22,13,1,12,10,45,8,0
2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-283,2000,9.9,4,4,1,2,1,1,12,8.3,11,8,2,6,3,7,12,0
2425,Wolves,Mario Lemina,GAB,MF,31-075,1993,9.8,33,19,16,13,4,14,19,73.7,5,8,4,4,21,54,26,1
2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-172,1999,9.8,13,9,6,5,2,3,13,23.1,10,11,0,11,5,18,13,0
2425,Wolves,Matt Doherty,IRL,DF,32-304,1992,2.3,8,6,6,2,0,4,5,80.0,1,4,1,3,2,10,8,0
2425,Wolves,Nélson Semedo,POR,DF,30-365,1993,8.7,19,10,13,3,3,8,19,42.1,11,9,3,6,4,23,48,1
2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-188,1992,2.0,5,3,2,2,1,3,5,60.0,2,3,0,3,2,7,2,1
2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-162,2001,10.2,22,11,16,5,1,10,17,58.8,7,12,2,10,11,33,22,1
2425,Wolves,Rodrigo Gomes,POR,"FW,MF",21-131,2003,1.3,4,1,2,2,0,1,4,25.0,3,2,0,2,0,4,1,0
2425,Wolves,Sam Johnstone,ENG,GK,31-235,1993,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
2425,Wolves,Santiago Bueno,URU,DF,26-006,1998,4.9,9,5,5,4,0,6,8,75.0,2,12,8,4,4,13,19,0
2425,Wolves,Tommy Doyle,ENG,MF,23-029,2001,3.0,3,1,0,3,0,2,5,40.0,3,3,1,2,2,5,5,0
2425,Wolves,Toti Gomes,POR,DF,25-304,1999,8.2,18,14,12,5,1,7,9,77.8,2,4,2,2,4,22,36,1
2425,Wolves,Yerson Mosquera,COL,DF,23-197,2001,4.9,11,7,9,2,0,9,14,64.3,5,13,10,3,10,21,14,0
