season,team,player,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,244,232,12,12,0,1,0,0,0,0,0,0,210,0,1
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,491,460,29,25,0,13,1,3,0,0,0,0,408,2,1
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,559,464,93,3,0,1,16,90,0,0,0,0,457,2,15
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,154,154,0,0,3,1,5,0,0,0,0,0,110,0,6
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,164,159,4,0,1,0,15,1,3,2,1,0,139,1,1
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,35,33,2,0,0,0,0,0,0,0,0,0,26,0,2
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,305,290,15,14,1,0,0,1,0,0,0,0,275,0,3
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,307,294,13,12,0,2,2,0,1,0,1,0,280,0,5
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,27,22,5,1,0,0,1,4,0,0,0,0,21,0,0
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,134,131,3,0,0,0,6,0,3,0,3,0,124,0,4
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,335,255,79,23,0,1,0,0,0,0,0,0,233,1,0
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,258,205,53,15,0,1,3,38,0,0,0,0,212,0,2
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,163,122,41,5,1,0,8,35,1,1,0,0,120,0,8
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,199,180,18,9,1,0,0,0,0,0,0,0,154,1,2
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,43,43,0,0,0,0,4,0,0,0,0,0,32,0,5
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,42,32,10,4,0,0,0,0,0,0,0,0,33,0,0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,105,95,10,2,5,0,6,0,0,0,0,0,77,0,1
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,350,339,10,6,0,6,2,4,0,0,0,0,269,1,2
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,42,42,0,0,0,0,1,0,0,0,0,0,22,0,2
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,53,45,8,0,0,0,2,8,0,0,0,0,42,0,1
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,110,100,9,2,0,1,7,2,3,3,0,0,78,1,7
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,90,88,2,1,1,0,1,0,1,1,0,0,75,0,2
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,312,290,20,14,0,0,0,2,0,0,0,0,277,2,1
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,91,83,8,1,1,0,3,7,0,0,0,0,69,0,1
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,269,245,23,13,1,3,13,0,10,8,1,1,211,1,4
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,462,340,119,22,3,0,60,58,39,25,7,0,337,3,9
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,83,79,3,0,2,1,0,1,0,0,0,0,50,1,4
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,216,208,6,5,0,2,0,1,0,0,0,0,190,2,0
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,45,43,1,1,0,0,0,0,0,0,0,0,32,1,1
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,279,257,19,0,3,2,21,0,0,0,0,0,211,3,19
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,502,486,14,13,1,1,4,0,0,0,0,0,448,2,8
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,104,102,2,1,0,0,6,0,0,0,0,0,76,0,4
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,109,101,8,1,0,1,16,7,0,0,0,0,74,0,7
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,117,100,16,2,0,0,6,3,5,5,0,0,95,1,1
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,54,53,1,0,0,0,2,0,0,0,0,0,39,0,4
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,98,97,1,0,0,0,0,1,0,0,0,0,86,0,1
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,372,347,25,12,0,2,1,0,0,0,0,0,332,0,2
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,293,258,34,10,5,2,24,8,12,9,0,0,229,1,5
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,557,499,56,33,0,2,25,2,16,11,3,0,482,2,6
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,487,400,86,7,0,1,16,79,0,0,0,0,393,1,7
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,115,98,15,0,1,0,4,0,0,0,0,0,72,2,5
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,224,217,7,4,0,0,0,0,0,0,0,0,203,0,1
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,137,134,3,1,1,1,11,1,0,0,0,0,106,0,4
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,33,30,3,0,0,0,2,3,0,0,0,0,24,0,1
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,398,294,102,35,0,1,0,0,0,0,0,0,274,2,0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,8,8,0,0,0,0,0,0,0,0,0,0,6,0,1
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,162,161,1,1,2,0,0,0,0,0,0,0,142,0,4
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,88,74,14,2,0,0,1,12,0,0,0,0,76,0,1
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,214,203,8,2,3,0,19,4,2,0,1,0,156,3,6
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,493,388,100,20,0,1,27,77,3,2,1,0,383,5,4
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,415,406,8,3,4,1,11,5,0,0,0,0,329,1,9
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,548,527,20,13,1,3,2,2,0,0,0,0,475,1,5
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,461,450,10,7,2,2,2,3,0,0,0,0,399,1,11
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,216,196,20,7,0,0,0,0,0,0,0,0,180,0,0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,595,483,111,16,2,2,42,67,28,19,5,0,494,1,11
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,186,167,19,10,0,0,0,0,0,0,0,0,140,0,1
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,162,157,5,1,1,3,18,3,1,0,0,0,124,0,5
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,139,118,21,3,0,1,1,18,0,0,0,0,122,0,2
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,218,208,9,1,0,0,1,4,0,0,0,0,202,1,1
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,82,82,0,0,1,1,1,0,0,0,0,0,61,0,6
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,109,107,1,0,0,2,4,1,0,0,0,0,73,1,7
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,423,388,35,9,2,5,8,11,2,1,1,0,364,0,6
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,14,12,1,0,0,0,0,1,0,0,0,0,12,1,0
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,671,656,14,14,0,1,0,0,0,0,0,0,612,1,2
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,28,27,1,1,0,0,0,0,0,0,0,0,25,0,0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,35,32,3,2,0,1,0,1,0,0,0,0,27,0,0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,209,173,36,3,1,1,13,23,10,10,0,0,180,0,2
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,246,238,7,1,0,0,6,6,0,0,0,0,210,1,6
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,346,335,8,3,1,2,17,5,0,0,0,0,248,3,12
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,662,652,10,9,3,1,1,1,0,0,0,0,587,0,7
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,614,489,123,31,5,8,48,69,23,18,3,0,429,2,7
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,924,855,68,21,0,10,0,4,0,0,0,0,844,1,3
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,18,18,0,0,0,0,0,0,0,0,0,0,17,0,0
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,530,483,46,18,2,1,22,18,6,2,0,0,458,1,14
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,405,359,46,17,0,1,0,0,0,0,0,0,351,0,1
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,110,107,2,0,0,0,1,0,0,0,0,0,71,1,4
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,202,194,8,0,0,0,13,2,6,2,0,0,172,0,6
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,107,102,5,3,0,0,0,1,0,0,0,0,99,0,0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,219,215,2,0,3,0,20,0,2,0,0,0,174,2,12
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,166,165,1,1,0,0,0,0,0,0,0,0,144,0,2
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,834,772,61,12,1,1,6,49,0,0,0,0,774,1,12
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,343,296,46,5,3,4,30,11,24,6,4,1,273,1,11
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,5.2,430,376,54,9,1,4,8,45,0,0,0,0,379,0,4
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,8.7,740,729,10,6,3,3,8,3,0,0,0,0,698,1,2
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,9.8,773,758,14,14,2,1,0,0,0,0,0,0,723,1,7
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,3.3,174,163,11,1,1,1,13,4,5,4,0,0,142,0,3
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,0.8,83,80,3,1,0,0,0,2,0,0,0,0,80,0,1
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,5.1,297,268,29,8,3,0,32,1,19,15,3,0,248,0,8
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,8.6,468,424,44,7,0,0,1,37,0,0,0,0,427,0,8
2425,Manchester City,Rodri,ESP,MF,28-146,1996,0.7,61,60,1,1,0,0,0,0,0,0,0,0,57,0,0
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,8.1,788,766,22,11,0,1,2,2,0,0,0,0,739,0,7
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,5.8,328,307,21,3,3,4,42,3,15,9,2,0,257,0,12
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,7.0,453,408,44,8,4,1,33,1,25,15,3,0,391,1,9
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,7.9,247,239,7,1,1,6,18,5,1,1,0,0,190,1,13
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,5.4,256,234,19,1,1,0,12,8,10,6,0,1,208,3,7
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11.0,466,410,54,24,1,1,0,0,0,0,0,0,357,2,0
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,0.3,9,9,0,0,0,0,1,0,0,0,0,0,5,0,0
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,10.3,602,556,44,11,6,4,48,5,16,6,4,1,450,2,19
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,6.9,431,414,11,9,5,4,13,2,0,0,0,0,346,6,9
2425,Manchester Utd,Christian Eriksen,DEN,MF,32-275,1992,4.9,303,257,46,10,2,4,37,3,32,13,9,5,253,0,2
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,10.6,603,513,87,10,3,3,10,77,0,0,0,0,508,3,10
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,2.7,177,164,13,6,0,1,1,0,0,0,0,0,153,0,1
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,2.6,144,128,16,2,0,0,0,3,0,0,0,0,127,0,1
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,4.8,127,124,2,0,1,0,2,0,0,0,0,0,94,1,5
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,6.3,289,281,8,3,1,2,1,5,0,0,0,0,255,0,6
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,9.8,681,644,36,7,2,0,3,14,0,0,0,0,606,1,3
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,3.1,134,133,1,1,0,0,0,0,0,0,0,0,120,0,0
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,8.4,279,275,4,1,6,4,20,2,0,0,0,0,205,0,10
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,1.6,44,39,5,3,0,0,4,0,2,2,0,0,32,0,0
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,8.5,464,451,12,7,0,0,2,0,0,0,0,0,424,1,4
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,9.1,507,423,84,10,3,0,7,74,0,0,0,0,431,0,12
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,4.6,74,67,6,0,0,0,2,0,0,0,0,0,60,1,1
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,0.5,19,19,0,0,0,0,0,0,0,0,0,0,15,0,2
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,0.7,36,34,2,1,0,0,1,1,0,0,0,0,33,0,0
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,8.5,161,140,20,0,1,0,4,3,0,0,0,0,119,1,7
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,9.4,320,276,43,7,2,0,49,12,21,14,4,0,230,1,13
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,10.9,549,505,42,41,8,3,5,1,0,0,0,0,450,2,11
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11.0,601,591,10,6,0,2,1,2,0,0,0,0,539,0,2
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,2.7,74,71,3,3,0,0,0,0,0,0,0,0,59,0,1
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,8.3,512,485,23,21,3,11,1,2,0,0,0,0,423,4,2
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,5.5,163,160,2,0,1,0,11,2,0,0,0,0,130,1,5
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,5.5,211,197,13,3,2,2,14,5,5,1,0,0,152,1,9
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,3.7,122,119,1,0,0,2,7,1,0,0,0,0,98,2,1
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,10.3,418,403,13,4,2,1,9,9,0,0,0,0,346,2,7
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,3.1,246,191,55,12,0,0,21,29,14,11,2,0,198,0,4
2425,Newcastle Utd,Lewis Hall,ENG,DF,20-068,2004,8.7,620,516,103,25,1,1,38,58,20,18,0,0,501,1,11
2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-040,1998,2.3,98,79,19,6,0,0,1,13,0,0,0,0,78,0,4
2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-279,1994,1.2,39,37,1,0,1,0,0,1,0,0,0,0,30,1,1
2425,Newcastle Utd,Nick Pope,ENG,GK,32-210,1992,11.0,327,206,121,35,0,0,0,0,0,0,0,0,222,0,0
2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-191,2000,4.6,161,155,5,2,0,0,12,1,2,1,1,0,122,1,4
2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-016,1997,5.7,208,205,3,1,1,2,3,0,1,0,0,1,175,0,8
2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-003,2002,7.9,365,304,59,2,0,0,12,57,0,0,0,0,290,2,11
2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-103,2003,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2425,Nott'ham Forest,Anthony Elanga,SWE,FW,22-202,2002,7.2,215,176,38,8,0,0,58,0,30,15,15,0,133,1,6
2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-008,2000,8.7,307,297,9,1,1,2,26,0,3,3,0,0,253,1,10
2425,Nott'ham Forest,Chris Wood,NZL,FW,32-344,1991,9.9,156,156,0,0,0,1,1,0,0,0,0,0,103,0,4
2425,Nott'ham Forest,Danilo,BRA,MF,23-200,2001,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-009,2002,7.0,316,283,32,12,2,1,22,1,13,6,5,0,251,1,9
2425,Nott'ham Forest,Eric da Silva Moreira,GER,DF,18-196,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-088,1995,0.4,30,19,11,0,0,0,3,10,1,1,0,0,22,0,2
2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26-349,1997,2.4,113,107,6,6,0,0,0,0,0,0,0,0,86,0,5
2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-014,1994,3.2,145,126,18,10,0,1,14,0,7,2,5,0,114,1,1
2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-106,1999,2.4,53,52,0,0,1,0,8,0,0,0,0,0,30,1,4
2425,Nott'ham Forest,Matz Sels,BEL,GK,32-263,1992,11.0,306,208,94,27,0,0,0,0,0,0,0,0,160,4,0
2425,Nott'ham Forest,Morato,BRA,DF,23-138,2001,0.8,20,18,1,1,0,0,0,0,0,0,0,0,10,1,3
2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-293,2000,7.0,272,269,1,1,4,4,5,0,0,0,0,0,205,2,10
2425,Nott'ham Forest,Murillo,BRA,DF,22-134,2002,11.0,450,389,58,25,3,8,1,0,0,0,0,0,357,3,2
2425,Nott'ham Forest,Neco Williams,WAL,DF,23-216,2001,4.2,149,118,30,5,0,0,9,25,0,0,0,0,105,1,11
2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-140,1998,5.8,286,278,5,5,1,0,1,0,0,0,0,0,241,3,3
2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-034,1997,10.0,310,295,9,9,0,0,0,0,0,0,0,0,264,6,0
2425,Nott'ham Forest,Ola Aina,NGA,DF,28-038,1996,10.6,497,396,100,6,0,1,23,94,0,0,0,0,372,1,18
2425,Nott'ham Forest,Ramón Sosa,PAR,"MF,FW",25-076,1999,1.1,49,42,6,2,0,0,5,1,3,2,1,0,33,1,2
2425,Nott'ham Forest,Ryan Yates,ENG,MF,26-360,1997,9.0,358,329,26,16,0,0,2,0,1,0,0,0,300,3,9
2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-095,1997,1.2,28,28,0,0,0,0,1,0,0,0,0,0,20,0,1
2425,Nott'ham Forest,Willy Boly,CIV,DF,33-286,1991,1.0,54,54,0,0,0,0,0,0,0,0,0,0,43,0,0
2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-160,1993,6.8,281,227,52,1,1,1,10,51,0,0,0,0,199,2,8
2425,Southampton,Aaron Ramsdale,ENG,GK,26-185,1998,9.0,415,360,55,22,0,3,0,0,0,0,0,0,316,0,0
2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-279,1997,5.1,131,119,10,0,0,1,9,3,0,0,0,0,107,2,8
2425,Southampton,Adam Lallana,ENG,MF,36-189,1988,3.1,204,200,3,2,1,0,1,0,0,0,0,0,180,1,3
2425,Southampton,Alex McCarthy,ENG,GK,34-348,1989,2.0,53,47,6,2,0,1,0,0,0,0,0,0,46,0,0
2425,Southampton,Ben Brereton,CHI,FW,25-211,1999,4.5,152,150,2,1,1,0,5,1,0,0,0,0,119,0,3
2425,Southampton,Cameron Archer,ENG,FW,23-117,2001,6.6,82,75,7,0,0,0,1,0,0,0,0,0,68,0,2
2425,Southampton,Carlos Alcaraz,ARG,MF,21-351,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0
2425,Southampton,Charlie Taylor,ENG,DF,31-058,1993,2.3,147,118,28,5,0,0,9,21,2,1,1,0,124,1,3
2425,Southampton,Flynn Downes,ENG,MF,25-300,1999,10.0,562,543,19,19,5,0,1,0,0,0,0,0,518,0,5
2425,Southampton,Jack Stephens,ENG,DF,30-293,1994,6.4,500,477,23,8,0,1,0,10,0,0,0,0,470,0,1
2425,Southampton,James Bree,ENG,DF,27-035,1997,0.2,10,9,1,1,0,0,0,0,0,0,0,0,8,0,0
2425,Southampton,Jan Bednarek,POL,DF,28-217,1996,10.9,948,882,65,21,0,4,0,0,0,0,0,0,888,1,2
2425,Southampton,Joe Aribo,NGA,MF,28-117,1996,6.7,298,292,5,0,1,0,6,3,0,0,0,0,259,1,8
2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22-274,2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2425,Southampton,Kyle Walker-Peters,ENG,DF,27-216,1997,8.9,587,524,62,18,1,0,14,42,2,0,0,0,533,1,8
2425,Southampton,Lesley Ugochukwu,FRA,MF,20-234,2004,1.9,75,74,1,1,0,0,1,0,0,0,0,0,62,0,4
2425,Southampton,Mateus Fernandes,POR,MF,20-128,2004,7.9,347,322,25,8,5,2,19,5,7,6,0,0,281,0,9
2425,Southampton,Maxwel Cornet,CIV,FW,28-049,1996,0.8,22,20,2,0,0,0,3,0,2,2,0,0,17,0,0
2425,Southampton,Paul Onuachu,NGA,FW,30-171,1994,0.7,24,23,0,0,0,1,0,0,0,0,0,0,13,1,0
2425,Southampton,Ross Stewart,SCO,"FW,MF",28-127,1996,1.5,45,44,1,1,0,0,0,0,0,0,0,0,36,0,1
2425,Southampton,Ryan Fraser,SCO,FW,30-265,1994,1.6,37,34,3,0,0,0,6,1,2,2,0,0,27,0,0
2425,Southampton,Ryan Manning,IRL,"DF,FW",28-154,1996,3.7,127,103,23,5,0,1,18,8,10,9,0,0,100,1,3
2425,Southampton,Samuel Amo-Ameyaw,ENG,DF,18-120,2006,0.1,5,4,1,0,0,0,1,0,1,0,0,0,5,0,0
2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-292,2003,0.7,33,33,0,0,0,0,4,0,0,0,0,0,25,0,2
2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-290,2002,9.6,770,740,29,25,2,3,2,2,0,0,0,0,686,1,5
2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-248,2006,6.3,196,179,15,4,3,1,12,1,6,5,0,0,156,2,5
2425,Southampton,William Smallbone,IRL,MF,24-268,2000,2.7,127,99,27,3,0,0,19,3,15,8,4,0,91,1,6
2425,Southampton,Yukinari Sugawara,JPN,DF,24-140,2000,7.4,450,382,67,12,0,5,34,49,6,2,4,0,364,1,13
2425,Tottenham,Archie Gray,ENG,"MF,DF",18-248,2006,0.5,56,50,6,3,0,0,0,3,0,0,0,0,49,0,3
2425,Tottenham,Ben Davies,WAL,DF,31-205,1993,0.3,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
2425,Tottenham,Brennan Johnson,WAL,FW,23-176,2001,9.6,248,242,5,0,0,0,19,5,0,0,0,0,174,1,15
2425,Tottenham,Cristian Romero,ARG,DF,26-202,1998,10.7,876,803,71,55,4,1,3,2,0,0,0,0,790,2,5
2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-204,2000,9.5,337,294,43,0,4,0,46,2,38,18,0,0,240,0,21
2425,Tottenham,Destiny Udogie,ITA,DF,21-353,2002,10.2,558,477,80,14,0,0,15,66,0,0,0,0,487,1,19
2425,Tottenham,Djed Spence,ENG,DF,24-098,2000,0.7,37,36,1,0,0,0,2,1,0,0,0,0,33,0,0
2425,Tottenham,Dominic Solanke,ENG,FW,27-062,1997,8.9,151,131,19,0,2,1,4,2,0,0,0,0,107,1,5
