season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,6,0,134,1.5,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,12,4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7,7,630,7.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,14,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,5,3,268,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,5,3,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,7,7,537,6.0,0,0,0,0,0,0,3,1,0.3,0.3,0.1,0.4,4,27,1,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11,11,990,11.0,1,2,3,1,0,0,2,0,0.6,0.6,2.1,2.7,19,25,44,0.09,0.18,0.27,0.09,0.27,0.05,0.19,0.24,0.05,0.24
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,11,10,775,8.6,6,1,7,6,0,0,3,0,2.4,2.4,0.6,3.1,19,9,33,0.7,0.12,0.81,0.7,0.81,0.28,0.08,0.35,0.28,0.35
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,5,4,378,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,9,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,5,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,10,10,874,9.7,0,1,1,0,0,0,4,0,0.7,0.7,1.3,2.0,30,25,53,0.0,0.1,0.1,0.0,0.1,0.07,0.14,0.21,0.07,0.21
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,10,10,893,9.9,1,1,2,1,0,0,4,0,0.2,0.2,0.3,0.5,4,45,4,0.1,0.1,0.2,0.1,0.2,0.02,0.03,0.05,0.02,0.05
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,11,7,540,6.0,3,0,3,3,0,0,1,0,2.4,2.4,0.1,2.6,8,11,31,0.5,0.0,0.5,0.5,0.5,0.41,0.02,0.43,0.41,0.43
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,8,5,409,4.5,0,0,0,0,0,0,1,0,0.2,0.2,1.0,1.2,15,2,36,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.27,0.05,0.27
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,7,2,202,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,6,16,11,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.29,0.04,0.29
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,6,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,3,9,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,5,1,142,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,2,9,2,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7,7,628,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,20,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,10,8,731,8.1,3,2,5,3,0,0,5,0,2.4,2.4,2.2,4.6,21,28,40,0.37,0.25,0.62,0.37,0.62,0.29,0.27,0.57,0.29,0.57
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,10,9,855,9.5,0,2,2,0,0,0,3,0,0.2,0.2,1.0,1.2,12,59,8,0.0,0.21,0.21,0.0,0.21,0.02,0.11,0.13,0.02,0.13
2425,Leicester City,James Justin,ENG,DF,26-266,1998,10,10,892,9.9,2,1,3,2,0,0,1,0,0.4,0.4,0.3,0.7,10,26,24,0.2,0.1,0.3,0.2,0.3,0.04,0.03,0.07,0.04,0.07
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,10,10,843,9.4,4,1,5,3,1,1,3,0,3.5,2.7,0.6,3.4,8,8,36,0.43,0.11,0.53,0.32,0.43,0.37,0.07,0.44,0.29,0.36
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,10,5,497,5.5,2,0,2,2,0,0,3,0,1.2,1.2,0.1,1.3,8,11,24,0.36,0.0,0.36,0.36,0.36,0.22,0.02,0.24,0.22,0.24
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,5,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,6,5,401,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,13,3,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,2,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,10,7,609,6.8,2,0,2,2,0,0,2,0,1.0,1.0,0.8,1.7,28,25,51,0.3,0.0,0.3,0.3,0.3,0.14,0.12,0.26,0.14,0.26
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,10,10,857,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,14,26,23,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,11,11,914,10.2,0,4,4,0,0,0,3,0,0.8,0.8,1.4,2.2,9,34,47,0.0,0.39,0.39,0.0,0.39,0.08,0.13,0.22,0.08,0.22
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11,11,990,11.0,1,0,1,1,0,0,1,0,0.9,0.9,0.0,1.0,4,42,1,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,11,10,777,8.6,0,0,0,0,0,0,4,0,0.3,0.3,1.1,1.4,11,47,27,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16
2425,Liverpool,Alisson,BRA,GK,32-044,1992,6,6,528,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,10,9,756,8.4,0,0,0,0,0,0,1,0,0.4,0.4,1.8,2.2,15,42,18,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.27,0.05,0.27
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,11,3,423,4.7,1,1,2,1,0,0,2,0,0.7,0.7,1.0,1.7,11,13,57,0.21,0.21,0.43,0.21,0.43,0.14,0.21,0.36,0.14,0.36
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,6,0,146,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,9,9,5,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,8,4,410,4.6,1,1,2,1,0,0,0,0,1.3,1.3,0.2,1.4,5,23,14,0.22,0.22,0.44,0.22,0.44,0.28,0.03,0.31,0.28,0.31
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,8,4,427,4.7,2,1,3,2,0,0,2,0,1.5,1.5,0.5,2.0,9,9,32,0.42,0.21,0.63,0.42,0.63,0.32,0.11,0.43,0.32,0.43
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,7,7,492,5.5,2,2,4,2,0,0,1,0,2.7,2.7,0.8,3.5,13,6,34,0.37,0.37,0.73,0.37,0.73,0.5,0.14,0.64,0.5,0.64
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,11,8,746,8.3,0,1,1,0,0,0,3,0,1.5,1.5,1.2,2.7,23,34,30,0.0,0.12,0.12,0.0,0.12,0.18,0.15,0.32,0.18,0.32
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,1,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.76,0.76
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,11,10,884,9.8,1,1,2,1,0,0,3,0,0.8,0.8,0.2,1.0,4,30,1,0.1,0.1,0.2,0.1,0.2,0.09,0.02,0.11,0.09,0.11
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,3,0,57,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,6,2,232,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,5,28,6,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,11,8,648,7.2,5,2,7,5,0,0,0,0,2.8,2.8,1.5,4.3,31,21,65,0.69,0.28,0.97,0.69,0.97,0.39,0.2,0.59,0.39,0.59
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,11,11,963,10.7,8,6,14,6,2,2,0,0,6.5,4.9,3.7,8.7,39,41,122,0.75,0.56,1.31,0.56,1.12,0.61,0.35,0.96,0.46,0.81
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11,11,989,11.0,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,23,61,15,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,11,11,866,9.6,0,1,1,0,0,0,2,0,0.4,0.4,2.5,2.9,23,54,25,0.0,0.1,0.1,0.0,0.1,0.04,0.26,0.3,0.04,0.3
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11,11,990,11.0,1,1,2,1,0,0,1,0,0.5,0.5,0.3,0.7,1,44,0,0.09,0.09,0.18,0.09,0.18,0.04,0.03,0.07,0.04,0.07
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,5,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,11,9,836,9.3,0,3,3,0,0,0,2,0,1.4,1.4,2.5,3.9,41,46,88,0.0,0.32,0.32,0.0,0.32,0.15,0.27,0.42,0.15,0.42
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11,11,990,11.0,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.09,0.09,0.0,0.09,0.0,0.03,0.03,0.0,0.03
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11,11,989,11.0,12,0,12,11,1,1,2,0,11.0,10.2,0.5,10.7,9,5,44,1.09,0.0,1.09,1.0,1.0,1.0,0.04,1.05,0.93,0.98
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,7,4,346,3.8,0,1,1,0,0,0,2,0,0.5,0.5,1.0,1.6,46,17,67,0.0,0.26,0.26,0.0,0.26,0.14,0.27,0.41,0.14,0.41
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,8,5,407,4.5,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.6,66,19,83,0.22,0.22,0.44,0.22,0.44,0.09,0.27,0.36,0.09,0.36
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,6,2,241,2.7,2,0,2,2,0,0,1,0,0.4,0.4,0.0,0.4,8,10,1,0.75,0.0,0.75,0.75,0.75,0.16,0.0,0.16,0.16,0.16
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,11,10,942,10.5,3,0,3,3,0,0,0,0,0.6,0.6,0.9,1.5,30,107,23,0.29,0.0,0.29,0.29,0.29,0.06,0.08,0.14,0.06,0.14
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,5,4,373,4.1,1,1,2,1,0,0,1,0,1.2,1.2,1.7,2.9,13,52,38,0.24,0.24,0.48,0.24,0.48,0.3,0.41,0.71,0.3,0.71
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,7,5,469,5.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,34,2,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.1,0.03,0.1
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,9,9,781,8.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,19,67,3,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,11,10,879,9.8,3,0,3,3,0,0,3,0,1.0,1.0,1.5,2.5,32,59,11,0.31,0.0,0.31,0.31,0.31,0.1,0.15,0.25,0.1,0.25
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,8,3,293,3.3,0,2,2,0,0,0,0,0,0.1,0.1,1.5,1.6,16,18,55,0.0,0.61,0.61,0.0,0.61,0.03,0.46,0.49,0.03,0.49
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,2,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,8,4,462,5.1,0,1,1,0,0,0,0,0,0.9,0.9,2.2,3.1,12,28,44,0.0,0.19,0.19,0.0,0.19,0.17,0.43,0.6,0.17,0.6
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,10,9,772,8.6,0,2,2,0,0,0,1,0,0.7,0.7,0.3,1.0,21,44,41,0.0,0.23,0.23,0.0,0.23,0.08,0.03,0.11,0.08,0.11
2425,Manchester City,Rodri,ESP,MF,28-146,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,9,8,727,8.1,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.7,12,57,3,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,8,7,526,5.8,0,2,2,0,0,0,2,0,1.7,1.7,3.1,4.8,57,25,88,0.0,0.34,0.34,0.0,0.34,0.29,0.52,0.81,0.29,0.81
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,10,7,626,7.0,0,1,1,0,0,0,0,0,1.3,1.3,1.1,2.4,19,39,41,0.0,0.14,0.14,0.0,0.14,0.19,0.16,0.34,0.19,0.34
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,11,7,715,7.9,3,1,4,3,0,0,1,0,3.5,3.5,1.1,4.6,49,13,101,0.38,0.13,0.5,0.38,0.5,0.44,0.14,0.58,0.44,0.58
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,9,5,482,5.4,1,2,3,1,0,0,2,0,0.8,0.8,1.2,1.9,35,24,70,0.19,0.37,0.56,0.19,0.56,0.14,0.22,0.36,0.14,0.36
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.47,0.22,0.7,0.47,0.7
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,11,11,929,10.3,2,3,5,1,1,1,1,1,4.0,3.2,3.0,6.2,24,84,54,0.19,0.29,0.48,0.1,0.39,0.39,0.29,0.67,0.31,0.6
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,10,7,625,6.9,1,0,1,1,0,0,1,0,1.0,1.0,1.9,2.9,3,39,15,0.14,0.0,0.14,0.14,0.14,0.14,0.28,0.42,0.14,0.42
2425,Manchester Utd,Christian Eriksen,DEN,MF,32-275,1992,8,5,440,4.9,0,0,0,0,0,0,2,0,0.1,0.1,1.7,1.7,3,26,14,0.0,0.0,0.0,0.0,0.0,0.02,0.34,0.35,0.02,0.35
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,11,11,956,10.6,0,1,1,0,0,0,3,0,0.7,0.7,1.1,1.8,10,43,35,0.0,0.09,0.09,0.0,0.09,0.06,0.11,0.17,0.06,0.17
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,5,3,242,2.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,5,2,235,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,11,4,434,4.8,1,1,2,1,0,0,1,0,2.6,2.6,0.6,3.2,2,15,20,0.21,0.21,0.41,0.21,0.41,0.54,0.13,0.67,0.54,0.67
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,7,7,571,6.3,0,0,0,0,0,0,4,0,0.1,0.1,0.7,0.8,5,24,11,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,10,10,886,9.8,0,0,0,0,0,0,4,0,0.8,0.8,0.1,0.9,5,58,5,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,6,3,281,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,3,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,11,10,757,8.4,1,1,2,1,0,0,2,0,0.9,0.9,1.9,2.8,17,18,64,0.12,0.12,0.24,0.12,0.24,0.11,0.23,0.33,0.11,0.33
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,3,2,145,1.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,4,4,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.3,0.24,0.3
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,11,8,761,8.5,1,0,1,1,0,0,2,0,1.1,1.1,0.1,1.2,3,15,1,0.12,0.0,0.12,0.12,0.12,0.13,0.01,0.14,0.13,0.14
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,11,10,822,9.1,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,13,44,16,0.0,0.11,0.11,0.0,0.11,0.02,0.02,0.05,0.02,0.05
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,7,5,416,4.6,1,0,1,1,0,0,0,0,1.1,1.1,0.3,1.4,6,4,17,0.22,0.0,0.22,0.22,0.22,0.24,0.06,0.29,0.24,0.29
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,4,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,9,9,764,8.5,4,2,6,4,0,0,0,0,4.3,4.3,1.3,5.6,19,14,49,0.47,0.24,0.71,0.47,0.71,0.51,0.15,0.66,0.51,0.66
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,10,10,845,9.4,2,1,3,1,1,2,0,0,3.5,2.0,2.1,4.1,34,19,79,0.21,0.11,0.32,0.11,0.21,0.38,0.22,0.6,0.21,0.43
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,11,11,979,10.9,0,1,1,0,0,0,2,0,0.7,0.7,0.8,1.5,15,71,12,0.0,0.09,0.09,0.0,0.09,0.06,0.07,0.13,0.06,0.13
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11,11,990,11.0,0,0,0,0,0,0,5,0,0.5,0.5,0.2,0.7,0,14,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,3,2,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,9,9,747,8.3,1,0,1,1,0,0,4,1,0.8,0.8,0.2,1.0,5,36,9,0.12,0.0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,11,5,495,5.5,4,1,5,4,0,0,0,0,2.3,2.3,2.0,4.3,23,26,52,0.73,0.18,0.91,0.73,0.91,0.42,0.36,0.78,0.42,0.78
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,9,6,496,5.5,0,2,2,0,0,0,1,0,0.3,0.3,1.4,1.7,15,27,42,0.0,0.36,0.36,0.0,0.36,0.06,0.25,0.31,0.06,0.31
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,9,3,329,3.7,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,14,18,31,0.0,0.27,0.27,0.0,0.27,0.08,0.31,0.39,0.08,0.39
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,11,11,926,10.3,2,0,2,2,0,0,4,0,1.9,1.9,0.7,2.6,18,46,49,0.19,0.0,0.19,0.19,0.19,0.18,0.07,0.25,0.18,0.25
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,5,3,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,19,12,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
