season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
2425,Brighton,Lewis Dunk,ENG,DF,32-360,1991,8,8,705,7.8,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.7,8,56,1,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09
2425,Brighton,Mats Wieffer,NED,MF,24-365,1999,7,2,237,2.6,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,4,18,4,0.0,0.38,0.38,0.0,0.38,0.06,0.05,0.12,0.06,0.12
2425,Brighton,Matt O'Riley,DEN,MF,23-360,2000,1,0,34,0.4,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,0,0,2,2.65,0.0,2.65,2.65,2.65,1.37,0.0,1.37,1.37,1.37
2425,Brighton,Pervis Estupiñán,ECU,DF,26-299,1998,8,5,524,5.8,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,15,32,36,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17
2425,Brighton,Simon Adingra,CIV,"FW,MF",22-319,2002,7,2,205,2.3,1,1,2,1,0,0,0,0,0.3,0.3,0.5,0.8,7,4,44,0.44,0.44,0.88,0.44,0.88,0.14,0.21,0.35,0.14,0.35
2425,Brighton,Tariq Lamptey,GHA,DF,24-046,2000,1,0,11,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.0,8.18,8.18,0.0,8.18,0.0,0.62,0.62,0.0,0.62
2425,Brighton,Yankuba Minteh,GAM,"FW,MF",20-116,2004,7,5,406,4.5,1,1,2,1,0,0,2,0,0.8,0.8,1.5,2.3,17,12,54,0.22,0.22,0.44,0.22,0.44,0.18,0.34,0.52,0.18,0.52
2425,Brighton,Yasin Ayari,SWE,MF,21-040,2003,9,5,492,5.5,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,9,20,27,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.25,0.11,0.25
2425,Chelsea,Axel Disasi,FRA,DF,26-249,1998,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Chelsea,Benoît Badiashile,FRA,DF,23-234,2001,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Chelsea,Christopher Nkunku,FRA,FW,27-001,1997,10,1,162,1.8,1,0,1,1,0,0,1,0,1.7,1.7,0.3,2.0,5,7,18,0.56,0.0,0.56,0.56,0.56,0.95,0.16,1.11,0.95,1.11
2425,Chelsea,Cole Palmer,ENG,"MF,FW",22-193,2002,11,11,955,10.6,7,5,12,6,1,1,3,0,5.2,4.4,4.8,9.2,37,63,48,0.66,0.47,1.13,0.57,1.04,0.49,0.45,0.94,0.41,0.86
2425,Chelsea,Enzo Fernández,ARG,MF,23-303,2001,10,6,612,6.8,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,8,35,19,0.0,0.15,0.15,0.0,0.15,0.06,0.17,0.23,0.06,0.23
2425,Chelsea,Jadon Sancho,ENG,FW,24-235,2000,5,4,305,3.4,0,3,3,0,0,0,1,0,0.1,0.1,1.1,1.2,17,17,38,0.0,0.89,0.89,0.0,0.89,0.02,0.33,0.35,0.02,0.35
2425,Chelsea,João Félix,POR,"MF,FW",25-005,1999,5,0,122,1.4,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,7,8,11,0.74,0.0,0.74,0.74,0.74,0.51,0.02,0.52,0.51,0.52
2425,Chelsea,Kiernan Dewsbury-Hall,ENG,MF,26-070,1998,3,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18
2425,Chelsea,Levi Colwill,ENG,DF,21-263,2003,11,11,989,11.0,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,3,40,0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07
2425,Chelsea,Malo Gusto,FRA,DF,21-180,2003,9,9,726,8.1,0,0,0,0,0,0,2,0,1.1,1.1,0.2,1.3,13,40,34,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16
2425,Chelsea,Marc Cucurella,ESP,DF,26-116,1998,10,8,738,8.2,0,0,0,0,0,0,6,0,0.0,0.0,0.2,0.2,10,23,17,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
2425,Chelsea,Marc Guiu,ESP,FW,18-316,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Chelsea,Moisés Caicedo,ECU,MF,23-013,2001,11,11,975,10.8,1,2,3,1,0,0,2,0,0.3,0.3,1.6,1.9,9,54,13,0.09,0.18,0.28,0.09,0.28,0.02,0.15,0.17,0.02,0.17
2425,Chelsea,Mykhailo Mudryk,UKR,FW,23-315,2001,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73
2425,Chelsea,Nicolas Jackson,SEN,FW,23-148,2001,11,11,866,9.6,6,3,9,6,0,0,4,0,6.2,6.2,1.4,7.6,19,15,34,0.62,0.31,0.94,0.62,0.94,0.65,0.14,0.79,0.65,0.79
2425,Chelsea,Noni Madueke,ENG,FW,22-250,2002,10,10,754,8.4,4,0,4,4,0,0,2,0,2.8,2.8,1.6,4.4,53,27,74,0.48,0.0,0.48,0.48,0.48,0.34,0.19,0.53,0.34,0.53
2425,Chelsea,Pedro Neto,POR,FW,24-251,2000,11,5,558,6.2,1,2,3,1,0,0,4,0,0.4,0.4,2.2,2.6,36,9,63,0.16,0.32,0.48,0.16,0.48,0.07,0.36,0.43,0.07,0.43
2425,Chelsea,Reece James,ENG,DF,24-343,1999,4,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Chelsea,Renato Veiga,POR,"DF,MF",21-109,2003,5,1,168,1.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,7,2,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
2425,Chelsea,Robert Sánchez,ESP,GK,26-363,1997,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Chelsea,Roméo Lavia,BEL,MF,20-314,2004,6,5,337,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,2,11,5,0.0,0.27,0.27,0.0,0.27,0.0,0.16,0.16,0.0,0.16
2425,Chelsea,Tosin Adarabioyo,ENG,DF,27-052,1997,4,2,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2425,Chelsea,Wesley Fofana,FRA,DF,23-334,2000,10,10,866,9.6,0,0,0,0,0,0,6,0,0.4,0.4,0.4,0.8,9,18,4,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
2425,Crystal Palace,Adam Wharton,ENG,MF,20-166,2004,8,8,622,6.9,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,6,61,6,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
2425,Crystal Palace,Asher Agbinone,ENG,MF,19-048,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
2425,Crystal Palace,Caleb Kporha,ENG,DF,18-123,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Crystal Palace,Chadi Riad,MAR,DF,21-151,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Crystal Palace,Cheick Doucouré,MLI,MF,24-312,2000,5,1,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
2425,Crystal Palace,Chris Richards,USA,DF,24-232,2000,4,4,344,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,5,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
2425,Crystal Palace,Daichi Kamada,JPN,MF,28-102,1996,11,7,620,6.9,0,0,0,0,0,0,2,1,0.6,0.6,0.6,1.2,13,39,29,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
2425,Crystal Palace,Daniel Muñoz,COL,"DF,MF",28-173,1996,11,11,903,10.0,0,1,1,0,0,0,4,0,1.3,1.3,1.5,2.8,16,26,71,0.0,0.1,0.1,0.0,0.1,0.13,0.15,0.27,0.13,0.27
2425,Crystal Palace,Dean Henderson,ENG,GK,27-248,1997,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-139,1998,9,9,809,9.0,1,1,2,1,0,0,0,0,3.0,3.0,1.0,4.0,27,45,58,0.11,0.11,0.22,0.11,0.22,0.33,0.11,0.45,0.33,0.45
2425,Crystal Palace,Eddie Nketiah,ENG,"MF,FW",25-169,1999,7,6,489,5.4,0,0,0,0,0,0,1,0,0.9,0.9,0.7,1.6,21,8,38,0.0,0.0,0.0,0.0,0.0,0.17,0.13,0.3,0.17,0.3
2425,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",26-264,1998,11,4,482,5.4,0,0,0,0,0,0,1,0,1.1,1.1,1.5,2.6,13,9,38,0.0,0.0,0.0,0.0,0.0,0.21,0.28,0.49,0.21,0.49
2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-140,1997,11,9,754,8.4,3,0,3,2,1,1,1,0,3.1,2.3,0.8,3.1,5,15,29,0.36,0.0,0.36,0.24,0.24,0.37,0.1,0.47,0.27,0.37
2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30-021,1994,7,5,415,4.6,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.9,2,26,11,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2
2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31-328,1992,8,0,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,3,7,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.25,0.11,0.25
2425,Crystal Palace,Joachim Andersen,DEN,DF,28-168,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-065,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
2425,Crystal Palace,Justin Devenny,NIR,MF,21-035,2003,1,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,2,0,0.0,0.0,0.0,0.0,0.0,0.13,0.27,0.4,0.13,0.4
2425,Crystal Palace,Marc Guéhi,ENG,DF,24-125,2000,11,11,990,11.0,2,0,2,2,0,0,1,0,1.1,1.1,0.1,1.2,5,47,1,0.18,0.0,0.18,0.18,0.18,0.1,0.01,0.11,0.1,0.11
2425,Crystal Palace,Maxence Lacroix,FRA,DF,24-223,2000,8,8,720,8.0,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,2,18,0,0.0,0.12,0.12,0.0,0.12,0.03,0.04,0.07,0.03,0.07
2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-224,1991,5,3,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-304,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34
2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-133,1999,5,5,447,5.0,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.6,4,12,3,0.2,0.0,0.2,0.2,0.2,0.08,0.05,0.13,0.08,0.13
2425,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-075,1999,11,11,940,10.4,0,1,1,0,0,0,0,0,0.3,0.3,1.8,2.1,21,27,74,0.0,0.1,0.1,0.0,0.1,0.03,0.17,0.2,0.03,0.2
2425,Crystal Palace,Will Hughes,ENG,MF,29-212,1995,9,4,456,5.1,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,9,26,12,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12
2425,Everton,Abdoulaye Doucouré,MLI,MF,31-319,1993,9,8,650,7.2,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,8,24,18,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11
2425,Everton,Ashley Young,ENG,DF,39-129,1985,9,9,785,8.7,0,3,3,0,0,0,2,1,0.1,0.1,0.9,1.0,8,53,6,0.0,0.34,0.34,0.0,0.34,0.01,0.1,0.11,0.01,0.11
2425,Everton,Beto,GNB,FW,26-289,1998,7,0,102,1.1,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,3,1,3,0.88,0.0,0.88,0.88,0.88,0.95,0.0,0.95,0.95,0.95
2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-244,1997,11,11,898,10.0,2,1,3,2,0,0,1,0,3.7,3.7,0.4,4.1,11,11,65,0.2,0.1,0.3,0.2,0.3,0.37,0.04,0.41,0.37,0.41
2425,Everton,Dwight McNeil,ENG,"MF,FW",24-359,1999,10,10,887,9.9,3,3,6,3,0,0,1,0,0.7,0.7,2.9,3.6,20,45,44,0.3,0.3,0.61,0.3,0.61,0.07,0.3,0.37,0.07,0.37
2425,Everton,Harrison Armstrong,ENG,MF,17-301,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,Idrissa Gana Gueye,SEN,MF,35-050,1989,10,8,734,8.2,0,0,0,0,0,0,1,0,0.7,0.7,0.4,1.1,8,37,5,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13
2425,Everton,Iliman Ndiaye,SEN,FW,24-254,2000,11,9,806,9.0,2,0,2,2,0,0,1,0,0.9,0.9,0.4,1.3,37,18,41,0.22,0.0,0.22,0.22,0.22,0.1,0.05,0.15,0.1,0.15
2425,Everton,Jack Harrison,ENG,FW,27-361,1996,11,7,626,7.0,0,0,0,0,0,0,0,0,1.2,1.2,1.5,2.7,17,13,48,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.39,0.17,0.39
2425,Everton,Jake O'Brien,IRL,DF,23-184,2001,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,James Garner,ENG,"DF,MF",23-247,2001,4,2,253,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
2425,Everton,James Tarkowski,ENG,DF,31-362,1992,11,11,990,11.0,0,0,0,0,0,0,3,0,0.7,0.7,1.2,1.9,2,17,1,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17
2425,Everton,Jarrad Branthwaite,ENG,DF,22-141,2002,4,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,Jesper Lindstrøm,DEN,FW,24-260,2000,7,4,349,3.9,0,0,0,0,0,0,0,0,1.1,1.1,0.7,1.8,9,4,26,0.0,0.0,0.0,0.0,0.0,0.27,0.19,0.46,0.27,0.46
2425,Everton,Jordan Pickford,ENG,GK,30-253,1994,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,Mason Holgate,ENG,"FW,DF",28-024,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,Michael Keane,ENG,DF,31-309,1993,9,9,810,9.0,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,1,12,3,0.22,0.0,0.22,0.22,0.22,0.05,0.01,0.06,0.05,0.06
2425,Everton,Orel Mangala,BEL,MF,26-242,1998,8,5,455,5.1,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,17,5,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
2425,Everton,Roman Dixon,ENG,DF,19-325,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Everton,Séamus Coleman,IRL,DF,36-035,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,6,2,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57
2425,Everton,Tim Iroegbunam,ENG,MF,21-138,2003,6,4,383,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,10,7,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
2425,Everton,Vitaliy Mykolenko,UKR,DF,25-170,1999,9,9,745,8.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,7,28,20,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2425,Fulham,Adama Traoré,ESP,"FW,MF",28-295,1996,11,9,718,8.0,1,3,4,1,0,0,2,0,2.8,2.8,2.2,5.0,42,26,60,0.13,0.38,0.5,0.13,0.5,0.35,0.28,0.62,0.35,0.62
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,11,11,944,10.5,2,2,4,2,0,0,1,0,1.1,1.1,3.2,4.3,40,73,87,0.19,0.19,0.38,0.19,0.38,0.11,0.31,0.41,0.11,0.41
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,11,11,834,9.3,1,0,1,1,0,1,2,0,2.5,1.7,1.8,3.5,6,52,35,0.11,0.0,0.11,0.11,0.11,0.27,0.19,0.46,0.19,0.37
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11,11,990,11.0,0,3,3,0,0,0,1,0,0.2,0.2,0.9,1.1,28,36,77,0.0,0.27,0.27,0.0,0.27,0.02,0.08,0.1,0.02,0.1
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11,11,990,11.0,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.01,0.0,0.01
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11,11,990,11.0,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,7,30,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,11,10,796,8.8,3,2,5,3,0,0,1,0,2.2,2.2,0.8,2.9,30,59,51,0.34,0.23,0.57,0.34,0.57,0.25,0.09,0.33,0.25,0.33
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,8,0,61,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,3,7,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,7,0,80,0.9,3,0,3,3,0,0,2,0,0.7,0.7,0.0,0.7,3,5,12,3.38,0.0,3.38,3.38,3.38,0.79,0.0,0.79,0.79,0.79
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,7,4,393,4.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,0,12,1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,7,7,603,6.7,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.5,3,27,0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,11,11,958,10.6,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.3,30,31,34,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,11,8,664,7.4,4,2,6,3,1,1,0,0,3.6,2.8,2.2,4.9,5,17,31,0.54,0.27,0.81,0.41,0.68,0.48,0.29,0.78,0.38,0.67
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,8,2,286,3.2,1,1,2,1,0,0,1,0,0.9,0.9,0.7,1.6,31,19,43,0.31,0.31,0.63,0.31,0.63,0.29,0.21,0.5,0.29,0.5
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,10,3,326,3.6,1,1,2,1,0,0,1,0,1.4,1.4,0.5,2.0,2,8,14,0.28,0.28,0.55,0.28,0.55,0.39,0.15,0.54,0.39,0.54
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,9,5,524,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,4,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,7,7,547,6.1,0,0,0,0,0,0,4,0,0.0,0.0,0.3,0.3,4,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,8,0,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,4,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,3,0,35,0.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,7,7,602,6.7,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,4,16,2,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,6,4,403,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,6,12,8,0.0,0.22,0.22,0.0,0.22,0.01,0.09,0.09,0.01,0.09
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,2,15,1,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,9,3,281,3.1,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,3,13,10,0.0,0.32,0.32,0.0,0.32,0.1,0.12,0.22,0.1,0.22
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,8,8,692,7.7,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,1,20,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,8,1,180,2.0,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.0,3,7,14,0.5,0.5,1.0,0.5,1.0,0.38,0.13,0.51,0.38,0.51
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,2,1,96,1.1,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,9,3,358,4.0,0,1,1,0,0,0,1,0,0.6,0.6,0.8,1.3,6,8,18,0.0,0.25,0.25,0.0,0.25,0.14,0.2,0.34,0.14,0.34
