season,team,player,nation,pos,age,born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
2425,Everton,Michael Keane,ENG,DF,31-309,1993,9.0,6,0.67,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Everton,Orel Mangala,BEL,MF,26-242,1998,5.1,14,2.76,9,1,2,1,1,0,1,0.2,0,0,0,0,1,0
2425,Everton,Roman Dixon,ENG,DF,19-325,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Everton,Séamus Coleman,IRL,DF,36-035,1988,1.0,1,1.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2425,Everton,Tim Iroegbunam,ENG,MF,21-138,2003,4.3,9,2.11,5,0,1,0,1,2,0,0.0,0,0,0,0,0,0
2425,Everton,Vitaliy Mykolenko,UKR,DF,25-170,1999,8.3,10,1.21,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Adama Traoré,ESP,"FW,MF",28-295,1996,8.0,37,4.64,29,0,3,3,0,2,3,0.38,3,0,0,0,0,0
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,10.5,46,4.39,40,0,2,3,1,0,5,0.48,5,0,0,0,0,0
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,9.3,57,6.15,30,23,0,2,2,0,2,0.22,1,0,0,0,1,0
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11.0,23,2.09,22,0,1,0,0,0,3,0.27,3,0,0,0,0,0
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11.0,5,0.45,4,1,0,0,0,0,1,0.09,1,0,0,0,0,0
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,8.8,35,3.96,26,0,1,5,0,3,7,0.79,5,0,1,0,0,1
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,0.7,1,1.48,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,3,0.69,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,6,0.9,3,0,0,3,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,18,1.69,11,0,2,3,2,0,1,0.09,1,0,0,0,0,0
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,15,2.03,12,0,0,2,1,0,3,0.41,3,0,0,0,0,0
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,23,7.24,16,2,2,3,0,0,1,0.31,1,0,0,0,0,0
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,6,1.66,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,11,1.89,9,0,0,0,0,2,1,0.17,1,0,0,0,0,0
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,8,1.32,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,1,2.81,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,10,7.2,9,1,0,0,0,0,2,1.44,2,0,0,0,0,0
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,1,2.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,1,0.1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,5,0.75,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,7,1.56,4,1,0,0,2,0,2,0.45,2,0,0,0,0,0
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,2,0.5,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,3,1.13,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,9,2.89,8,1,0,0,0,0,1,0.32,1,0,0,0,0,0
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,6,0.78,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,6,3.0,5,0,0,1,0,0,2,1.0,1,0,0,1,0,0
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,11,2.77,10,0,1,0,0,0,1,0.25,1,0,0,0,0,0
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,5,3.36,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,6,2.01,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,10,1.68,8,1,0,1,0,0,2,0.34,2,0,0,0,0,0
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,45,4.09,19,21,3,2,0,0,3,0.27,2,0,1,0,0,0
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,17,1.97,9,0,2,0,5,1,2,0.23,1,0,1,0,0,0
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,27,2.78,17,0,6,1,2,1,3,0.31,3,0,0,0,0,0
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,15,1.51,13,2,0,0,0,0,1,0.1,1,0,0,0,0,0
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,5,0.83,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,6,1.32,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,6,2.69,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,3,1.67,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,3,1.9,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,32,3.94,16,7,8,1,0,0,3,0.37,0,2,1,0,0,0
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,26,2.74,19,7,0,0,0,0,3,0.32,2,1,0,0,0,0
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,14,1.41,10,1,0,0,3,0,1,0.1,1,0,0,0,0,0
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,18,1.92,12,0,2,1,3,0,5,0.53,2,0,1,0,2,0
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,8,1.45,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,2,4.5,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,5,1.12,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,2,1.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,22,3.25,18,1,2,1,0,0,4,0.59,3,0,1,0,0,0
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,16,1.68,10,4,0,0,2,0,1,0.11,1,0,0,0,0,0
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,16,1.58,14,0,1,1,0,0,3,0.3,3,0,0,0,0,0
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,3,0.27,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,27,3.13,24,1,0,1,1,0,2,0.23,2,0,0,0,0,0
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,18,2.14,14,3,0,0,0,1,0,0.0,0,0,0,0,0,0
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,2,0.4,2,0,0,0,0,0,1,0.2,1,0,0,0,0,0
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,16,3.41,13,0,0,1,2,0,1,0.21,1,0,0,0,0,0
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,3,1.86,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,7,1.54,6,0,0,0,1,0,2,0.44,1,0,0,0,1,0
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,13,2.74,8,0,4,0,0,1,2,0.42,2,0,0,0,0,0
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,7,1.28,4,0,0,2,1,0,3,0.55,2,0,0,0,1,0
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,26,3.14,21,2,0,3,0,0,2,0.24,2,0,0,0,0,0
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,2,9.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,7,0.71,5,0,0,2,0,0,1,0.1,1,0,0,0,0,0
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,8,3.1,5,3,0,0,0,0,1,0.39,1,0,0,0,0,0
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,37,5.13,29,0,6,1,1,0,5,0.69,5,0,0,0,0,0
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,46,4.3,30,1,7,4,3,1,7,0.65,6,0,0,1,0,0
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,17,1.55,15,0,1,1,0,0,4,0.36,4,0,0,0,0,0
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,30,3.11,22,7,1,0,0,0,4,0.42,3,1,0,0,0,0
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,14,1.27,13,0,0,0,0,1,3,0.27,3,0,0,0,0,0
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,41,4.41,38,0,3,0,0,0,5,0.54,5,0,0,0,0,0
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,3,0.27,3,0,0,0,0,0,1,0.09,1,0,0,0,0,0
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,20,1.82,11,0,3,5,1,0,4,0.36,1,0,2,1,0,0
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,26,6.76,23,1,1,0,0,1,2,0.52,1,0,0,0,0,1
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,21,4.66,17,1,2,1,0,0,1,0.22,1,0,0,0,0,0
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,5,1.87,5,0,0,0,0,0,1,0.37,1,0,0,0,0,0
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,24,2.29,22,0,1,1,0,0,2,0.19,1,0,1,0,0,0
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,29,7.0,19,9,0,1,0,0,1,0.24,1,0,0,0,0,0
2425,Manchester City,Kyle Walker,ENG,DF,34-171,1990,5.2,11,2.11,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,Manuel Akanji,SUI,DF,29-119,1995,8.7,20,2.3,20,0,0,0,0,0,1,0.12,1,0,0,0,0,0
2425,Manchester City,Mateo Kovačić,CRO,MF,30-193,1994,9.8,33,3.38,26,0,3,3,1,0,4,0.41,2,0,1,1,0,0
2425,Manchester City,Matheus Nunes,POR,"MF,FW",26-080,1998,3.3,17,5.22,12,0,2,1,2,0,3,0.92,2,0,1,0,0,0
2425,Manchester City,Nathan Aké,NED,DF,29-271,1995,0.8,1,1.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,Phil Foden,ENG,MF,24-171,2000,5.1,37,7.19,23,10,0,2,2,0,3,0.58,1,1,0,1,0,0
2425,Manchester City,Rico Lewis,ENG,"DF,MF",19-360,2004,8.6,16,1.87,15,0,0,0,1,0,2,0.23,2,0,0,0,0,0
2425,Manchester City,Rodri,ESP,MF,28-146,1996,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester City,Rúben Dias,POR,DF,27-185,1997,8.1,15,1.86,11,0,0,3,0,1,0,0.0,0,0,0,0,0,0
2425,Manchester City,Sávio,BRA,"FW,MF",20-219,2004,5.8,43,7.36,30,2,4,1,5,1,5,0.86,2,0,1,0,1,1
2425,Manchester City,İlkay Gündoğan,GER,MF,34-022,1990,7.0,27,3.88,22,2,3,0,0,0,2,0.29,2,0,0,0,0,0
2425,Manchester Utd,Alejandro Garnacho,ARG,FW,20-137,2004,7.9,21,2.64,16,1,2,1,1,0,1,0.13,1,0,0,0,0,0
2425,Manchester Utd,Amad Diallo,CIV,FW,22-127,2002,5.4,27,5.04,21,3,1,1,1,0,2,0.37,2,0,0,0,0,0
2425,Manchester Utd,André Onana,CMR,GK,28-227,1996,11.0,4,0.36,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Antony,BRA,FW,24-265,2000,0.3,2,6.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Bruno Fernandes,POR,"MF,FW",30-068,1994,10.3,42,4.07,35,2,1,1,2,1,4,0.39,4,0,0,0,0,0
2425,Manchester Utd,Casemiro,BRA,MF,32-266,1992,6.9,34,4.9,31,1,0,2,0,0,3,0.43,3,0,0,0,0,0
2425,Manchester Utd,Christian Eriksen,DEN,MF,32-275,1992,4.9,25,5.1,16,9,0,0,0,0,5,1.02,3,2,0,0,0,0
2425,Manchester Utd,Diogo Dalot,POR,DF,25-242,1999,10.6,22,2.07,19,0,2,0,0,1,1,0.09,1,0,0,0,0,0
2425,Manchester Utd,Harry Maguire,ENG,DF,31-255,1993,2.7,3,1.12,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Jonny Evans,NIR,DF,36-317,1988,2.6,2,0.76,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Joshua Zirkzee,NED,FW,23-177,2001,4.8,15,3.11,14,0,0,1,0,0,1,0.21,0,0,0,1,0,0
2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19-210,2005,6.3,7,1.1,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0
2425,Manchester Utd,Lisandro Martínez,ARG,DF,26-302,1998,9.8,11,1.12,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,23-218,2001,3.1,7,2.25,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Marcus Rashford,ENG,FW,27-015,1997,8.4,24,2.85,21,0,2,1,0,0,1,0.12,1,0,0,0,0,0
2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25-310,1999,1.6,5,3.1,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Matthijs de Ligt,NED,DF,25-095,1999,8.5,5,0.59,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Noussair Mazraoui,MAR,DF,27-001,1997,9.1,13,1.42,12,0,0,0,1,0,1,0.11,1,0,0,0,0,0
2425,Manchester Utd,Rasmus Højlund,DEN,FW,21-285,2003,4.6,11,2.38,8,0,2,0,1,0,1,0.22,0,0,0,0,1,0
2425,Manchester Utd,Scott McTominay,SCO,MF,27-343,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Toby Collyer,ENG,MF,20-317,2004,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Manchester Utd,Victor Lindelöf,SWE,"DF,MF",30-121,1994,0.7,2,2.95,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Alexander Isak,SWE,FW,25-055,1999,8.5,20,2.36,16,0,0,2,0,2,3,0.35,2,0,0,0,0,1
2425,Newcastle Utd,Anthony Gordon,ENG,FW,23-265,2001,9.4,39,4.15,25,5,5,1,3,0,2,0.21,1,0,0,0,1,0
2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26-365,1997,10.9,30,2.76,25,0,2,0,3,0,3,0.28,3,0,0,0,0,0
2425,Newcastle Utd,Dan Burn,ENG,DF,32-190,1992,11.0,6,0.55,3,1,0,1,1,0,1,0.09,0,1,0,0,0,0
2425,Newcastle Utd,Emil Krafth,SWE,DF,30-105,1994,2.7,3,1.12,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Fabian Schär,SUI,DF,32-331,1991,8.3,6,0.72,4,0,0,0,1,1,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Harvey Barnes,ENG,FW,26-342,1997,5.5,20,3.63,13,1,2,1,3,0,3,0.54,2,0,1,0,0,0
2425,Newcastle Utd,Jacob Murphy,ENG,FW,29-265,1995,5.5,17,3.08,13,3,0,0,1,0,3,0.54,3,0,0,0,0,0
2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",25-087,1999,3.7,20,5.49,18,0,1,1,0,0,2,0.55,2,0,0,0,0,0
2425,Newcastle Utd,Joelinton,BRA,"MF,FW",28-093,1996,10.3,22,2.14,18,1,0,2,0,1,1,0.1,1,0,0,0,0,0
2425,Newcastle Utd,Kieran Trippier,ENG,DF,34-057,1990,3.1,13,4.18,7,5,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Lewis Hall,ENG,DF,20-068,2004,8.7,24,2.75,16,7,0,0,1,0,2,0.23,2,0,0,0,0,0
2425,Newcastle Utd,Lloyd Kelly,ENG,DF,26-040,1998,2.3,1,0.43,1,0,0,0,0,0,1,0.43,1,0,0,0,0,0
2425,Newcastle Utd,Miguel Almirón,PAR,FW,30-279,1994,1.2,4,3.43,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Nick Pope,ENG,GK,32-210,1992,11.0,2,0.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,Sandro Tonali,ITA,MF,24-191,2000,4.6,10,2.18,6,1,0,1,2,0,2,0.44,2,0,0,0,0,0
2425,Newcastle Utd,Sean Longstaff,ENG,MF,27-016,1997,5.7,9,1.58,8,0,0,1,0,0,2,0.35,1,0,0,1,0,0
2425,Newcastle Utd,Valentino Livramento,ENG,DF,22-003,2002,7.9,8,1.01,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Newcastle Utd,William Osula,DEN,"FW,MF",21-103,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Anthony Elanga,SWE,FW,22-202,2002,7.2,27,3.76,17,7,0,1,2,0,3,0.42,1,1,0,0,1,0
2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-008,2000,8.7,42,4.82,32,2,4,1,3,0,3,0.34,1,0,0,0,2,0
2425,Nott'ham Forest,Chris Wood,NZL,FW,32-344,1991,9.9,11,1.11,8,0,0,2,0,1,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Danilo,BRA,MF,23-200,2001,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Elliot Anderson,ENG,"MF,FW",22-009,2002,7.0,29,4.15,12,6,5,5,1,0,5,0.72,1,2,0,1,1,0
2425,Nott'ham Forest,Eric da Silva Moreira,GER,DF,18-196,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Harry Toffolo,ENG,DF,29-088,1995,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26-349,1997,2.4,4,1.7,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,30-014,1994,3.2,6,1.87,4,2,0,0,0,0,1,0.31,0,1,0,0,0,0
2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",25-106,1999,2.4,8,3.29,6,0,1,0,1,0,1,0.41,1,0,0,0,0,0
2425,Nott'ham Forest,Matz Sels,BEL,GK,32-263,1992,11.0,3,0.27,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Morato,BRA,DF,23-138,2001,0.8,2,2.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24-293,2000,7.0,29,4.17,23,0,2,3,1,0,4,0.58,3,0,0,1,0,0
2425,Nott'ham Forest,Murillo,BRA,DF,22-134,2002,11.0,14,1.27,10,1,0,2,0,1,1,0.09,1,0,0,0,0,0
2425,Nott'ham Forest,Neco Williams,WAL,DF,23-216,2001,4.2,10,2.41,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26-140,1998,5.8,8,1.38,5,1,0,1,1,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Nikola Milenković,SRB,DF,27-034,1997,10.0,10,1.0,8,0,0,1,0,1,2,0.2,2,0,0,0,0,0
2425,Nott'ham Forest,Ola Aina,NGA,DF,28-038,1996,10.6,25,2.37,19,3,1,1,0,1,1,0.09,0,0,0,0,0,1
2425,Nott'ham Forest,Ramón Sosa,PAR,"MF,FW",25-076,1999,1.1,8,7.2,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Ryan Yates,ENG,MF,26-360,1997,9.0,21,2.34,15,0,0,5,0,1,1,0.11,0,0,0,1,0,0
2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,27-095,1997,1.2,3,2.39,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Willy Boly,CIV,DF,33-286,1991,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Nott'ham Forest,Álex Moreno,ESP,DF,31-160,1993,6.8,9,1.32,9,0,0,0,0,0,2,0.29,2,0,0,0,0,0
2425,Southampton,Aaron Ramsdale,ENG,GK,26-185,1998,9.0,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Adam Armstrong,ENG,"FW,MF",27-279,1997,5.1,7,1.38,5,1,0,1,0,0,0,0.0,0,0,0,0,0,0
2425,Southampton,Adam Lallana,ENG,MF,36-189,1988,3.1,7,2.26,6,0,0,0,1,0,2,0.65,2,0,0,0,0,0
2425,Southampton,Alex McCarthy,ENG,GK,34-348,1989,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
