season,team,player,nation,pos,age,born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP
2425,Chelsea,Renato Veiga,POR,"DF,MF",21-109,2003,1.9,111,130,85.4,2038,435,41,47,87.2,53,59,89.8,12,18,66.7,0,0.0,0.2,0.0,0,6,1,0,7
2425,Chelsea,Robert Sánchez,ESP,GK,26-363,1997,11.0,351,458,76.6,7901,5221,87,88,98.9,201,208,96.6,61,158,38.6,0,0.0,0.0,0.0,0,6,1,0,1
2425,Chelsea,Roméo Lavia,BEL,MF,20-314,2004,3.7,166,179,92.7,2863,688,79,88,89.8,77,78,98.7,8,10,80.0,1,0.6,0.2,0.4,5,19,3,0,11
2425,Chelsea,Tosin Adarabioyo,ENG,DF,27-052,1997,1.9,138,151,91.4,2275,809,61,63,96.8,73,75,97.3,3,10,30.0,0,0.0,0.0,0.0,1,1,0,0,2
2425,Chelsea,Wesley Fofana,FRA,DF,23-334,2000,9.6,514,577,89.1,8799,2454,210,227,92.5,279,302,92.4,20,33,60.6,0,0.4,0.2,-0.4,5,33,1,0,18
2425,Crystal Palace,Adam Wharton,ENG,MF,20-166,2004,6.9,285,362,78.7,5362,1871,108,125,86.4,138,160,86.3,34,59,57.6,0,0.6,0.6,-0.6,8,39,11,2,61
2425,Crystal Palace,Asher Agbinone,ENG,MF,19-048,2005,0.1,2,3,66.7,32,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
2425,Crystal Palace,Caleb Kporha,ENG,DF,18-123,2006,0.0,3,5,60.0,53,19,2,2,100.0,0,2,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0
2425,Crystal Palace,Chadi Riad,MAR,DF,21-151,2003,1.0,70,82,85.4,1411,568,24,28,85.7,38,41,92.7,8,13,61.5,0,0.0,0.0,0.0,0,8,1,0,7
2425,Crystal Palace,Cheick Doucouré,MLI,MF,24-312,2000,1.5,61,66,92.4,1001,267,27,27,100.0,25,25,100.0,6,8,75.0,0,0.0,0.0,0.0,0,5,0,0,7
2425,Crystal Palace,Chris Richards,USA,DF,24-232,2000,3.8,127,152,83.6,2084,725,62,67,92.5,54,58,93.1,9,20,45.0,0,0.0,0.0,0.0,0,2,0,0,5
2425,Crystal Palace,Daichi Kamada,JPN,MF,28-102,1996,6.9,244,308,79.2,4074,1161,124,142,87.3,98,119,82.4,18,28,64.3,0,0.6,0.5,-0.6,12,27,6,1,39
2425,Crystal Palace,Daniel Muñoz,COL,"DF,MF",28-173,1996,10.0,350,465,75.3,5316,1410,197,239,82.4,133,165,80.6,13,33,39.4,1,1.5,0.6,-0.5,11,19,5,4,26
2425,Crystal Palace,Dean Henderson,ENG,GK,27-248,1997,11.0,212,333,63.7,5108,3334,61,61,100.0,104,104,100.0,43,163,26.4,0,0.0,0.0,0.0,0,1,0,0,0
2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-139,1998,9.0,283,375,75.5,4890,1350,136,161,84.5,113,135,83.7,28,50,56.0,1,1.0,1.4,0.0,16,23,15,1,45
2425,Crystal Palace,Eddie Nketiah,ENG,"MF,FW",25-169,1999,5.4,88,122,72.1,1341,265,44,58,75.9,37,45,82.2,4,6,66.7,0,0.7,0.4,-0.7,7,6,1,0,8
2425,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",26-264,1998,5.4,98,146,67.1,1479,362,48,60,80.0,44,62,71.0,3,8,37.5,0,1.5,1.3,-1.5,9,4,7,3,9
2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-140,1997,8.4,83,127,65.4,1090,281,53,68,77.9,22,35,62.9,2,7,28.6,0,0.8,0.4,-0.8,9,7,4,0,15
2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30-021,1994,4.6,192,246,78.0,3421,1152,89,99,89.9,84,104,80.8,17,35,48.6,0,0.8,0.4,-0.8,4,21,2,0,26
2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31-328,1992,0.8,33,41,80.5,505,117,14,16,87.5,15,19,78.9,2,4,50.0,0,0.1,0.1,-0.1,2,3,1,0,3
2425,Crystal Palace,Joachim Andersen,DEN,DF,28-168,1996,1.0,61,83,73.5,1227,526,19,21,90.5,31,37,83.8,9,21,42.9,0,0.0,0.0,0.0,0,9,1,0,4
2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-065,1991,0.2,8,10,80.0,167,4,3,3,100.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0
2425,Crystal Palace,Justin Devenny,NIR,MF,21-035,2003,0.8,20,26,76.9,374,75,8,9,88.9,11,13,84.6,1,3,33.3,0,0.2,0.1,-0.2,2,1,1,0,2
2425,Crystal Palace,Marc Guéhi,ENG,DF,24-125,2000,11.0,513,603,85.1,10692,4510,148,167,88.6,293,320,91.6,69,107,64.5,0,0.1,0.2,-0.1,4,43,3,0,47
2425,Crystal Palace,Maxence Lacroix,FRA,DF,24-223,2000,8.0,297,376,79.0,6216,2720,94,115,81.7,157,178,88.2,44,73,60.3,1,0.3,0.4,0.7,3,31,0,0,18
2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-224,1991,3.3,90,122,73.8,1732,714,35,45,77.8,44,49,89.8,10,20,50.0,0,0.0,0.0,0.0,0,9,0,0,6
2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-304,1998,1.3,17,28,60.7,230,46,11,16,68.8,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,4
2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-133,1999,5.0,132,172,76.7,2636,937,50,54,92.6,64,82,78.0,17,32,53.1,0,0.3,0.1,-0.3,3,16,1,1,12
2425,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-075,1999,10.4,344,478,72.0,5476,2177,182,216,84.3,135,186,72.6,19,46,41.3,1,1.8,1.2,-0.8,12,25,12,7,27
2425,Crystal Palace,Will Hughes,ENG,MF,29-212,1995,5.1,174,232,75.0,2678,945,85,97,87.6,74,84,88.1,6,27,22.2,0,0.2,0.4,-0.2,9,19,4,1,26
2425,Everton,Abdoulaye Doucouré,MLI,MF,31-319,1993,7.2,219,266,82.3,3632,681,101,116,87.1,88,102,86.3,21,26,80.8,0,0.3,0.2,-0.3,9,15,5,0,24
2425,Everton,Ashley Young,ENG,DF,39-129,1985,8.7,326,446,73.1,5914,2814,161,185,87.0,125,161,77.6,37,83,44.6,3,0.9,1.1,2.1,13,43,8,4,53
2425,Everton,Beto,GNB,FW,26-289,1998,1.1,4,13,30.8,108,0,1,3,33.3,1,7,14.3,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-244,1997,10.0,90,153,58.8,1083,326,67,100,67.0,16,31,51.6,3,6,50.0,1,0.4,0.5,0.6,5,11,4,1,11
2425,Everton,Dwight McNeil,ENG,"MF,FW",24-359,1999,9.9,270,371,72.8,5229,1920,116,135,85.9,100,126,79.4,48,86,55.8,3,2.9,3.5,0.1,26,20,25,6,45
2425,Everton,Harrison Armstrong,ENG,MF,17-301,2007,0.0,1,4,25.0,23,0,0,0,,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2425,Everton,Idrissa Gana Gueye,SEN,MF,35-050,1989,8.2,283,333,85.0,4662,1174,143,157,91.1,118,133,88.7,19,28,67.9,0,0.4,0.5,-0.4,4,33,4,1,37
2425,Everton,Iliman Ndiaye,SEN,FW,24-254,2000,9.0,192,237,81.0,2888,563,112,131,85.5,61,71,85.9,12,15,80.0,0,0.4,0.4,-0.4,5,9,9,3,18
2425,Everton,Jack Harrison,ENG,FW,27-361,1996,7.0,119,177,67.2,1547,513,80,97,82.5,28,43,65.1,3,15,20.0,0,1.5,0.8,-1.5,9,11,7,1,13
2425,Everton,Jake O'Brien,IRL,DF,23-184,2001,0.3,12,15,80.0,147,77,10,11,90.9,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
2425,Everton,James Garner,ENG,"DF,MF",23-247,2001,2.8,68,102,66.7,1083,598,31,38,81.6,31,42,73.8,5,11,45.5,0,0.0,0.1,0.0,1,6,1,1,3
2425,Everton,James Tarkowski,ENG,DF,31-362,1992,11.0,332,417,79.6,6931,2761,107,122,87.7,171,189,90.5,51,87,58.6,0,1.2,0.9,-1.2,6,20,3,0,17
2425,Everton,Jarrad Branthwaite,ENG,DF,22-141,2002,2.1,66,84,78.6,1343,478,24,31,77.4,31,36,86.1,9,11,81.8,0,0.0,0.0,0.0,0,4,0,0,2
2425,Everton,Jesper Lindstrøm,DEN,FW,24-260,2000,3.9,89,134,66.4,1449,461,56,65,86.2,20,35,57.1,10,20,50.0,0,0.7,0.7,-0.7,7,4,2,2,4
2425,Everton,Jordan Pickford,ENG,GK,30-253,1994,11.0,267,430,62.1,9567,7710,31,31,100.0,96,98,98.0,140,296,47.3,0,0.0,0.1,0.0,0,23,3,0,0
2425,Everton,Mason Holgate,ENG,"FW,DF",28-024,1996,0.1,2,2,100.0,55,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
2425,Everton,Michael Keane,ENG,DF,31-309,1993,9.0,253,308,82.1,5832,1865,74,83,89.2,119,131,90.8,58,77,75.3,0,0.1,0.0,-0.1,2,17,0,0,12
2425,Everton,Orel Mangala,BEL,MF,26-242,1998,5.1,170,192,88.5,2698,731,79,88,89.8,82,89,92.1,5,6,83.3,0,0.4,0.5,-0.4,3,19,3,0,17
2425,Everton,Roman Dixon,ENG,DF,19-325,2004,1.0,11,19,57.9,205,111,6,8,75.0,4,8,50.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,0
2425,Everton,Séamus Coleman,IRL,DF,36-035,1988,1.0,32,43,74.4,535,247,17,19,89.5,13,18,72.2,2,6,33.3,0,0.0,0.0,0.0,0,3,0,0,6
2425,Everton,Tim Iroegbunam,ENG,MF,21-138,2003,4.3,70,99,70.7,1194,446,33,45,73.3,24,31,77.4,10,13,76.9,0,0.1,0.1,-0.1,2,8,1,0,10
2425,Everton,Vitaliy Mykolenko,UKR,DF,25-170,1999,8.3,258,344,75.0,4167,1536,128,143,89.5,108,144,75.0,15,41,36.6,0,0.3,0.3,-0.3,5,25,6,4,28
2425,Fulham,Adama Traoré,ESP,"FW,MF",28-295,1996,8.0,178,245,72.7,2536,570,103,127,81.1,53,74,71.6,10,18,55.6,3,2.2,2.0,0.8,17,13,13,6,26
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,10.5,373,487,76.6,6316,2001,202,220,91.8,135,176,76.7,33,58,56.9,2,3.2,2.9,-1.2,22,40,31,4,73
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,9.3,317,454,69.8,5721,1969,146,175,83.4,117,150,78.0,45,106,42.5,0,1.8,2.3,-1.8,30,30,11,2,52
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11.0,477,608,78.5,8635,3186,204,235,86.8,223,267,83.5,46,75,61.3,3,0.9,1.1,2.1,10,41,18,10,36
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11.0,360,433,83.1,8288,4566,62,63,98.4,248,249,99.6,48,119,40.3,1,0.1,0.0,0.9,1,4,1,0,0
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11.0,615,688,89.4,11429,3936,230,242,95.0,316,337,93.8,57,85,67.1,0,0.0,0.1,0.0,0,38,0,0,30
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,8.8,397,440,90.2,5720,1161,230,248,92.7,151,158,95.6,10,14,71.4,2,0.8,1.2,1.2,14,41,5,0,59
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,0.7,28,39,71.8,418,111,16,18,88.9,9,11,81.8,2,4,50.0,0,0.1,0.1,-0.1,1,0,1,0,3
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,0.9,36,47,76.6,545,123,20,22,90.9,14,17,82.4,1,4,25.0,0,0.0,0.1,0.0,0,3,2,0,5
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,210,244,86.1,4230,1618,59,66,89.4,128,139,92.1,22,37,59.5,0,0.1,0.0,-0.1,2,14,1,0,12
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,408,491,83.1,8609,3371,126,136,92.6,215,229,93.9,64,117,54.7,0,0.2,0.1,-0.2,1,51,1,0,27
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,1,2,50.0,21,17,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,457,559,81.8,7313,2286,237,258,91.9,170,210,81.0,35,57,61.4,0,0.3,0.2,-0.3,2,44,5,3,31
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,110,154,71.4,1663,453,58,72,80.6,34,45,75.6,9,13,69.2,2,2.2,1.3,-0.2,9,12,2,0,17
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,139,164,84.8,2158,444,75,85,88.2,54,64,84.4,6,8,75.0,1,0.7,0.6,0.3,10,4,8,1,19
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,26,35,74.3,466,158,13,17,76.5,8,11,72.7,5,5,100.0,1,0.5,0.0,0.5,5,5,1,0,8
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,275,305,90.2,4843,1209,111,131,84.7,139,145,95.9,21,22,95.5,0,0.3,0.2,-0.3,9,34,0,0,27
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,280,307,91.2,4442,1127,137,146,93.8,118,127,92.9,18,19,94.7,0,0.3,0.2,-0.3,3,27,4,1,28
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,21,27,77.8,293,67,14,17,82.4,7,9,77.8,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,124,134,92.5,1929,490,68,70,97.1,46,46,100.0,9,12,75.0,0,0.5,0.6,-0.5,4,14,3,2,16
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,3,4,75.0,36,0,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,233,335,69.6,5883,4158,67,67,100.0,110,114,96.5,56,153,36.6,0,0.0,0.0,0.0,0,5,0,0,0
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,212,258,82.2,3313,1222,121,138,87.7,76,93,81.7,13,20,65.0,0,0.2,0.1,-0.2,3,16,0,0,16
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,120,163,73.6,1853,836,69,83,83.1,45,52,86.5,6,16,37.5,1,0.4,0.2,0.6,3,7,1,1,12
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,154,199,77.4,2561,1193,65,73,89.0,73,84,86.9,11,35,31.4,0,0.0,0.1,0.0,1,13,1,0,15
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,33,42,78.6,769,575,16,16,100.0,10,10,100.0,7,16,43.8,0,0.0,0.0,0.0,0,0,0,0,0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,77,105,73.3,1192,319,40,47,85.1,32,40,80.0,3,9,33.3,1,0.4,0.2,0.6,3,8,5,1,13
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,269,350,76.9,5263,2348,100,109,91.7,139,167,83.2,28,65,43.1,0,0.0,0.0,0.0,0,26,1,0,20
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,22,42,52.4,236,94,16,25,64.0,4,10,40.0,0,0,,1,0.3,0.1,0.7,3,0,3,0,7
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,42,53,79.2,784,323,20,21,95.2,14,20,70.0,6,9,66.7,0,0.0,0.0,0.0,0,8,1,0,6
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,78,110,70.9,1203,325,46,51,90.2,26,30,86.7,4,12,33.3,1,0.8,0.4,0.2,5,3,3,0,8
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,75,90,83.3,1335,467,35,41,85.4,32,36,88.9,7,10,70.0,0,0.0,0.1,0.0,0,10,2,0,12
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,277,312,88.8,4414,1646,144,154,93.5,122,129,94.6,9,23,39.1,0,0.0,0.0,0.0,0,16,0,0,14
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,69,91,75.8,1157,210,28,35,80.0,36,44,81.8,3,8,37.5,0,0.1,0.1,-0.1,2,7,2,0,5
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,211,269,78.4,4002,1132,91,105,86.7,86,106,81.1,32,51,62.7,0,0.1,0.2,-0.1,2,29,4,1,27
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,337,462,72.9,5902,2410,153,172,89.0,145,178,81.5,34,88,38.6,2,2.1,2.1,-0.1,27,18,9,3,25
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,50,83,60.2,834,242,22,33,66.7,23,35,65.7,2,5,40.0,1,0.6,0.1,0.4,8,5,4,0,9
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,190,216,88.0,3281,1162,82,86,95.3,95,100,95.0,11,25,44.0,0,0.0,0.0,0.0,0,12,0,0,9
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,10,16,62.5,89,23,9,11,81.8,0,1,0.0,0,1,0.0,0,0.0,0.1,0.0,0,0,2,0,2
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,32,45,71.1,454,120,19,22,86.4,9,14,64.3,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,4
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,211,279,75.6,3175,587,116,129,89.9,74,96,77.1,15,21,71.4,1,1.3,1.0,-0.3,10,15,7,3,25
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,448,502,89.2,7140,1945,238,253,94.1,167,181,92.3,30,40,75.0,1,0.3,0.7,0.7,7,55,7,2,45
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,76,104,73.1,1270,332,36,42,85.7,31,40,77.5,7,14,50.0,0,0.1,0.1,-0.1,3,5,3,1,11
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,74,109,67.9,1230,282,40,47,85.1,22,34,64.7,9,15,60.0,0,1.0,0.6,-1.0,4,2,4,3,2
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,0.4,6,7,7,2,17
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,95,117,81.2,1435,379,56,59,94.9,23,29,79.3,10,18,55.6,0,0.6,0.3,-0.6,5,11,4,0,16
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,39,54,72.2,528,159,24,29,82.8,12,15,80.0,1,3,33.3,0,0.1,0.1,-0.1,1,1,1,0,3
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,86,98,87.8,1239,417,45,49,91.8,38,40,95.0,0,3,0.0,0,0.0,0.3,0.0,1,8,1,0,9
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,332,372,89.2,5826,2463,146,157,93.0,155,167,92.8,26,41,63.4,0,0.0,0.0,0.0,0,13,0,0,20
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,1,2,50.0,24,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,229,293,78.2,3671,907,123,145,84.8,78,90,86.7,20,36,55.6,2,2.2,1.3,-0.2,17,21,10,1,28
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,0,3,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,482,557,86.5,7597,3066,243,262,92.7,191,210,91.0,29,51,56.9,2,1.0,1.2,1.0,13,60,3,2,59
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,393,487,80.7,5880,1884,215,246,87.4,157,177,88.7,11,41,26.8,1,0.3,0.2,0.7,4,35,5,3,26
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,72,115,62.6,1022,102,41,57,71.9,20,27,74.1,5,5,100.0,1,0.6,0.6,0.4,7,3,4,1,8
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,203,224,90.6,3580,1452,79,84,94.0,109,117,93.2,12,19,63.2,0,0.0,0.0,0.0,1,13,0,0,10
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,106,137,77.4,1485,282,61,68,89.7,38,51,74.5,3,9,33.3,0,0.1,0.2,-0.1,3,6,3,2,11
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,24,33,72.7,312,47,15,20,75.0,7,8,87.5,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,274,398,68.8,7239,5390,70,71,98.6,116,122,95.1,88,202,43.6,0,0.0,0.0,0.0,0,9,0,0,0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,142,162,87.7,2110,621,75,83,90.4,50,53,94.3,9,13,69.2,0,0.1,0.2,-0.1,3,12,4,0,13
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,76,88,86.4,1120,367,47,52,90.4,23,29,79.3,4,4,100.0,0,0.0,0.0,0.0,0,8,0,0,5
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,156,214,72.9,2334,605,77,85,90.6,53,78,67.9,9,17,52.9,0,0.8,1.6,-0.8,10,11,12,1,25
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,383,493,77.7,6402,2483,181,206,87.9,155,192,80.7,34,70,48.6,0,0.4,0.5,-0.4,8,29,10,7,26
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,329,415,79.3,4597,1226,190,217,87.6,95,115,82.6,18,34,52.9,4,1.4,1.1,2.6,9,30,5,1,34
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,475,548,86.7,8931,3241,189,202,93.6,237,249,95.2,48,85,56.5,0,0.0,0.2,0.0,1,41,4,0,42
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,399,461,86.6,6196,1697,207,232,89.2,153,167,91.6,23,30,76.7,0,1.1,1.3,-1.1,10,38,10,1,47
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,180,216,83.3,3601,2019,62,62,100.0,97,99,98.0,20,53,37.7,0,0.0,0.0,0.0,0,2,0,0,0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,494,595,83.0,8394,2533,232,245,94.7,221,251,88.0,33,78,42.3,0,1.8,1.3,-1.8,12,33,8,4,42
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,140,186,75.3,3057,1867,44,44,100.0,76,76,100.0,20,65,30.8,0,0.0,0.0,0.0,0,3,0,0,0
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,124,162,76.5,1819,438,69,79,87.3,44,61,72.1,5,11,45.5,1,1.0,0.7,0.0,10,8,6,1,13
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,122,139,87.8,1857,475,67,69,97.1,49,54,90.7,3,11,27.3,0,0.0,0.2,0.0,0,5,0,0,9
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,202,218,92.7,3081,648,111,113,98.2,79,86,91.9,9,12,75.0,1,0.2,0.1,0.8,5,14,4,0,23
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,61,82,74.4,909,237,34,40,85.0,18,24,75.0,5,6,83.3,1,0.5,0.2,0.5,3,4,0,0,9
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,73,109,67.0,1052,249,37,53,69.8,24,30,80.0,5,8,62.5,2,0.8,0.3,1.2,3,6,2,1,6
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,364,423,86.1,5448,1079,220,243,90.5,107,123,87.0,25,35,71.4,1,1.2,1.0,-0.2,14,29,9,1,34
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,7,8,87.5,67,12,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,1,0,0,0
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,12,14,85.7,156,10,10,10,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,612,671,91.2,11009,4144,228,241,94.6,355,369,96.2,25,52,48.1,1,0.2,0.1,0.8,3,38,4,0,30
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,25,28,89.3,457,168,8,9,88.9,15,16,93.8,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,27,35,77.1,495,98,11,15,73.3,12,13,92.3,4,7,57.1,0,0.0,0.0,0.0,0,0,0,0,0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,180,209,86.1,3020,1117,87,90,96.7,73,82,89.0,14,28,50.0,0,0.5,0.6,-0.5,3,19,2,0,28
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,210,246,85.4,3181,677,122,140,87.1,62,71,87.3,16,19,84.2,2,1.5,1.3,0.5,15,14,10,1,21
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,248,346,71.7,3891,1064,138,169,81.7,84,114,73.7,20,37,54.1,6,3.7,2.1,2.3,21,20,21,4,41
