season,team,player,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
2425,Chelsea,Marc Cucurella,ESP,DF,26-116,1998,8.2,523,40,180,258,87,9,523,2,1,50.0,1,50.0,200,878,478,10,3,0,5,3,326,17
2425,Chelsea,Marc Guiu,ESP,FW,18-316,2006,0.3,5,0,1,2,2,0,5,1,0,0.0,1,100.0,2,3,1,0,0,0,0,0,3,0
2425,Chelsea,Moisés Caicedo,ECU,MF,23-013,2001,10.8,705,23,163,403,147,7,705,15,7,46.7,5,33.3,382,1536,797,9,4,0,9,7,491,13
2425,Chelsea,Mykhailo Mudryk,UKR,FW,23-315,2001,1.7,62,3,12,15,38,6,62,8,3,37.5,5,62.5,39,468,227,7,8,0,3,7,42,12
2425,Chelsea,Nicolas Jackson,SEN,FW,23-148,2001,9.6,257,9,17,124,118,46,257,20,9,45.0,8,40.0,150,991,511,19,9,12,25,11,189,34
2425,Chelsea,Noni Madueke,ENG,FW,22-250,2002,8.4,329,4,37,102,199,53,329,30,16,53.3,14,46.7,217,1893,1240,53,23,23,20,9,250,74
2425,Chelsea,Pedro Neto,POR,FW,24-251,2000,6.2,299,1,30,99,172,23,299,32,12,37.5,14,43.8,205,1609,912,36,14,13,10,7,227,63
2425,Chelsea,Reece James,ENG,DF,24-343,1999,2.7,238,10,76,117,45,0,238,3,1,33.3,1,33.3,125,400,161,0,0,0,1,0,148,1
2425,Chelsea,Renato Veiga,POR,"DF,MF",21-109,2003,1.9,156,2,60,73,26,3,156,5,3,60.0,2,40.0,78,398,132,4,5,1,1,0,102,2
2425,Chelsea,Robert Sánchez,ESP,GK,26-363,1997,11.0,488,357,484,4,0,0,488,0,0,,0,,314,1500,958,0,0,0,0,0,297,0
2425,Chelsea,Roméo Lavia,BEL,MF,20-314,2004,3.7,213,8,54,122,39,0,213,7,6,85.7,1,14.3,137,662,267,2,4,0,0,6,151,5
2425,Chelsea,Tosin Adarabioyo,ENG,DF,27-052,1997,1.9,163,29,104,59,1,0,163,1,1,100.0,0,0.0,98,350,191,0,0,0,0,0,127,0
2425,Chelsea,Wesley Fofana,FRA,DF,23-334,2000,9.6,685,72,313,349,35,9,685,10,5,50.0,2,20.0,420,2239,1067,9,7,1,14,4,486,4
2425,Crystal Palace,Adam Wharton,ENG,MF,20-166,2004,6.9,434,13,96,232,109,6,434,7,1,14.3,6,85.7,225,961,504,6,10,2,5,10,268,6
2425,Crystal Palace,Asher Agbinone,ENG,MF,19-048,2005,0.1,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1
2425,Crystal Palace,Caleb Kporha,ENG,DF,18-123,2006,0.0,5,0,0,2,3,0,5,0,0,,0,,2,37,35,1,1,0,0,0,1,0
2425,Crystal Palace,Chadi Riad,MAR,DF,21-151,2003,1.0,90,5,41,49,1,0,90,0,0,,0,,58,318,232,2,0,0,1,0,69,0
2425,Crystal Palace,Cheick Doucouré,MLI,MF,24-312,2000,1.5,85,2,12,61,12,1,85,3,2,66.7,1,33.3,48,188,90,1,2,1,1,2,54,0
2425,Crystal Palace,Chris Richards,USA,DF,24-232,2000,3.8,196,20,100,89,9,2,196,1,0,0.0,1,100.0,90,387,198,2,0,0,0,0,122,1
2425,Crystal Palace,Daichi Kamada,JPN,MF,28-102,1996,6.9,385,11,74,199,113,15,385,5,2,40.0,3,60.0,189,1010,554,13,9,2,7,12,258,29
2425,Crystal Palace,Daniel Muñoz,COL,"DF,MF",28-173,1996,10.0,619,34,157,266,204,33,619,18,7,38.9,10,55.6,255,1320,512,16,11,5,21,7,327,71
2425,Crystal Palace,Dean Henderson,ENG,GK,27-248,1997,11.0,367,315,365,1,1,1,367,0,0,,0,,200,1210,596,0,0,0,0,0,133,0
2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-139,1998,9.0,502,5,65,233,216,36,502,48,17,35.4,29,60.4,306,1774,881,27,18,10,15,13,356,58
2425,Crystal Palace,Eddie Nketiah,ENG,"MF,FW",25-169,1999,5.4,188,4,18,75,98,28,188,10,6,60.0,4,40.0,114,859,478,21,12,9,8,8,132,38
2425,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",26-264,1998,5.4,211,8,23,78,113,27,211,9,3,33.3,4,44.4,115,697,346,13,8,6,14,12,145,38
2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-140,1997,8.4,197,6,14,82,102,28,196,5,0,0.0,5,100.0,82,326,132,5,3,3,18,5,136,29
2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30-021,1994,4.6,291,18,85,172,39,4,291,1,0,0.0,1,100.0,139,569,303,2,3,0,1,5,181,11
2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",31-328,1992,0.8,62,2,8,27,29,5,62,1,1,100.0,0,0.0,24,110,46,2,1,1,7,0,32,7
2425,Crystal Palace,Joachim Andersen,DEN,DF,28-168,1996,1.0,93,14,38,50,5,0,93,0,0,,0,,49,189,103,1,1,0,0,1,67,1
2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-065,1991,0.2,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1
2425,Crystal Palace,Justin Devenny,NIR,MF,21-035,2003,0.8,33,1,8,14,11,1,33,1,0,0.0,1,100.0,12,110,67,2,1,1,0,1,18,0
2425,Crystal Palace,Marc Guéhi,ENG,DF,24-125,2000,11.0,738,132,409,308,25,9,738,3,3,100.0,0,0.0,371,1830,1016,5,5,1,11,5,449,1
2425,Crystal Palace,Maxence Lacroix,FRA,DF,24-223,2000,8.0,466,55,258,194,17,5,466,8,6,75.0,1,12.5,245,1181,692,2,0,0,7,2,275,0
2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33-224,1991,3.3,158,13,64,75,19,1,158,0,0,,0,,86,341,176,2,0,1,4,2,98,5
2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26-304,1998,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,23,107,50,2,1,2,4,1,26,7
2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-133,1999,5.0,243,34,105,121,20,7,243,5,3,60.0,1,20.0,96,462,267,4,3,0,1,0,114,3
2425,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-075,1999,10.4,600,36,182,232,190,15,600,9,3,33.3,5,55.6,277,1267,573,21,15,2,11,9,324,74
2425,Crystal Palace,Will Hughes,ENG,MF,29-212,1995,5.1,280,4,47,144,90,6,280,4,0,0.0,4,100.0,131,687,364,9,7,0,7,6,161,12
2425,Everton,Abdoulaye Doucouré,MLI,MF,31-319,1993,7.2,318,10,86,153,83,10,318,6,4,66.7,2,33.3,157,756,341,8,6,0,3,6,191,18
2425,Everton,Ashley Young,ENG,DF,39-129,1985,8.7,517,20,167,242,111,2,517,6,3,50.0,3,50.0,214,973,619,8,8,1,2,0,269,6
2425,Everton,Beto,GNB,FW,26-289,1998,1.1,37,3,3,19,16,6,37,4,2,50.0,2,50.0,20,125,76,3,1,1,7,1,29,3
2425,Everton,Dominic Calvert-Lewin,ENG,FW,27-244,1997,10.0,278,13,21,114,148,53,278,18,6,33.3,10,55.6,150,802,287,11,5,10,38,17,222,65
2425,Everton,Dwight McNeil,ENG,"MF,FW",24-359,1999,9.9,448,2,48,194,213,16,448,28,16,57.1,11,39.3,261,1526,577,20,16,2,18,18,298,44
2425,Everton,Harrison Armstrong,ENG,MF,17-301,2007,0.0,4,0,0,2,2,1,4,0,0,,0,,3,9,0,0,0,0,0,0,4,0
2425,Everton,Idrissa Gana Gueye,SEN,MF,35-050,1989,8.2,419,19,101,241,82,11,419,8,3,37.5,5,62.5,192,917,455,8,9,1,9,12,241,5
2425,Everton,Iliman Ndiaye,SEN,FW,24-254,2000,9.0,358,14,76,145,162,30,358,56,24,42.9,28,50.0,215,1878,949,37,17,16,13,17,212,41
2425,Everton,Jack Harrison,ENG,FW,27-361,1996,7.0,269,11,51,94,126,27,269,24,9,37.5,13,54.2,170,925,412,17,7,6,22,15,194,48
2425,Everton,Jake O'Brien,IRL,DF,23-184,2001,0.3,20,0,9,9,3,0,20,3,1,33.3,2,66.7,7,37,22,0,0,0,0,0,11,0
2425,Everton,James Garner,ENG,"DF,MF",23-247,2001,2.8,134,13,46,62,26,1,134,5,2,40.0,3,60.0,55,199,63,1,1,0,1,1,62,4
2425,Everton,James Tarkowski,ENG,DF,31-362,1992,11.0,555,118,317,205,39,24,555,5,3,60.0,2,40.0,224,1017,515,2,3,0,3,2,304,1
2425,Everton,Jarrad Branthwaite,ENG,DF,22-141,2002,2.1,108,14,69,32,7,0,108,2,1,50.0,1,50.0,50,232,154,1,1,0,0,0,59,1
2425,Everton,Jesper Lindstrøm,DEN,FW,24-260,2000,3.9,196,4,28,72,97,12,196,13,2,15.4,10,76.9,84,483,257,9,5,2,9,10,109,26
2425,Everton,Jordan Pickford,ENG,GK,30-253,1994,11.0,463,316,440,24,0,0,463,0,0,,0,,232,1478,899,0,0,0,1,0,204,0
2425,Everton,Mason Holgate,ENG,"FW,DF",28-024,1996,0.1,3,0,0,2,1,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0
2425,Everton,Michael Keane,ENG,DF,31-309,1993,9.0,407,78,226,165,18,14,407,0,0,,0,,186,733,234,1,1,0,0,2,235,3
2425,Everton,Orel Mangala,BEL,MF,26-242,1998,5.1,235,6,49,135,53,5,235,9,8,88.9,1,11.1,123,699,252,3,3,2,2,4,148,5
2425,Everton,Roman Dixon,ENG,DF,19-325,2004,1.0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,0,2,0,13,1
2425,Everton,Séamus Coleman,IRL,DF,36-035,1988,1.0,52,3,12,30,10,2,52,2,2,100.0,0,0.0,22,100,35,0,0,0,1,0,25,2
2425,Everton,Tim Iroegbunam,ENG,MF,21-138,2003,4.3,158,9,43,79,41,11,158,12,5,41.7,5,41.7,80,470,232,5,7,2,6,9,72,7
2425,Everton,Vitaliy Mykolenko,UKR,DF,25-170,1999,8.3,410,33,144,182,87,7,410,5,1,20.0,3,60.0,171,630,334,7,5,0,3,1,204,20
2425,Fulham,Adama Traoré,ESP,"FW,MF",28-295,1996,8.0,335,1,31,118,195,44,335,44,23,52.3,14,31.8,238,1898,1075,42,17,17,13,5,265,60
2425,Fulham,Alex Iwobi,NGA,FW,28-196,1996,10.5,592,11,71,225,304,36,592,33,15,45.5,17,51.5,439,2369,1380,40,38,9,17,11,460,87
2425,Fulham,Andreas Pereira,BRA,MF,28-319,1996,9.3,523,4,59,215,256,15,522,13,5,38.5,4,30.8,281,1225,525,6,17,1,11,11,328,35
2425,Fulham,Antonee Robinson,USA,DF,27-099,1997,11.0,738,46,235,285,227,25,738,23,12,52.2,10,43.5,392,1737,913,28,17,10,15,7,423,77
2425,Fulham,Bernd Leno,GER,GK,32-256,1992,11.0,451,335,449,2,0,0,451,0,0,,0,,316,1093,617,0,0,0,0,0,275,0
2425,Fulham,Calvin Bassey,NGA,DF,24-320,1999,11.0,783,112,395,366,26,4,783,8,3,37.5,2,25.0,536,2315,1258,7,6,0,12,5,562,4
2425,Fulham,Emile Smith Rowe,ENG,MF,24-110,2000,8.8,530,11,67,250,218,31,530,15,5,33.3,8,53.3,365,1887,1021,30,17,9,15,5,425,51
2425,Fulham,Harrison Reed,ENG,MF,29-293,1995,0.7,56,1,7,19,31,4,56,1,0,0.0,0,0.0,22,70,17,1,1,0,2,2,27,7
2425,Fulham,Harry Wilson,WAL,"FW,MF",27-238,1997,0.9,62,1,9,21,34,12,62,1,0,0.0,0,0.0,35,184,67,3,2,4,6,0,37,12
2425,Fulham,Issa Diop,FRA,DF,27-311,1997,4.4,287,28,140,139,8,7,287,1,1,100.0,0,0.0,179,775,428,0,1,0,3,1,202,1
2425,Fulham,Jay Stansfield,ENG,MF,21-357,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
2425,Fulham,Joachim Andersen,DEN,DF,28-168,1996,6.7,573,85,294,251,32,7,573,1,1,100.0,0,0.0,346,1404,764,3,4,0,1,1,393,0
2425,Fulham,Jorge Cuenca,ESP,DF,24-364,1999,0.0,4,0,2,1,1,0,4,0,0,,0,,1,0,0,0,0,0,0,0,1,0
2425,Fulham,Kenny Tete,NED,DF,29-037,1995,10.6,694,36,197,303,198,22,694,12,4,33.3,4,33.3,370,1844,934,30,16,6,11,8,408,34
2425,Fulham,Raúl Jiménez,MEX,FW,33-194,1991,7.4,251,8,20,105,130,47,250,9,3,33.3,5,55.6,156,523,213,5,4,1,24,13,186,31
2425,Fulham,Reiss Nelson,ENG,FW,24-341,1999,3.2,211,1,18,64,133,26,211,24,10,41.7,6,25.0,160,1275,653,31,19,16,6,6,171,43
2425,Fulham,Rodrigo Muniz,BRA,FW,23-195,2001,3.6,82,5,7,38,38,18,82,6,2,33.3,3,50.0,47,215,67,2,1,1,8,8,67,14
2425,Fulham,Sander Berge,NOR,MF,26-275,1998,5.8,351,19,100,206,46,2,351,1,0,0.0,1,100.0,193,1005,413,4,6,2,2,4,203,0
2425,Fulham,Saša Lukić,SRB,MF,28-094,1996,6.1,353,11,83,222,50,1,353,3,1,33.3,2,66.7,211,1111,488,4,11,2,4,1,221,1
2425,Fulham,Timothy Castagne,BEL,DF,28-346,1995,0.4,34,2,15,9,10,2,34,0,0,,0,,17,57,16,0,0,0,0,0,17,3
2425,Fulham,Tom Cairney,SCO,MF,33-300,1991,1.4,143,2,19,76,49,2,143,5,3,60.0,1,20.0,101,492,231,4,4,1,0,0,114,8
2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22-259,2002,0.4,10,2,4,0,6,2,10,0,0,,0,,2,3,0,0,0,0,1,0,4,3
2425,Ipswich Town,Arijanet Muric,KVX,GK,26-008,1998,10.0,371,296,360,11,0,0,371,0,0,,0,,215,1084,646,0,0,0,2,1,170,0
2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-001,1997,6.7,319,38,132,137,53,6,319,3,2,66.7,1,33.3,144,592,275,4,3,1,4,0,162,2
2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24-296,2000,4.5,230,14,93,79,60,1,230,9,3,33.3,5,55.6,98,589,240,6,7,0,8,2,103,8
2425,Ipswich Town,Cameron Burgess,AUS,DF,29-025,1995,4.0,247,55,132,101,14,9,247,0,0,,0,,121,576,382,2,1,0,1,0,142,1
2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27-198,1997,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15
2425,Ipswich Town,Christian Walton,ENG,GK,29-006,1995,1.0,45,39,45,0,0,0,45,0,0,,0,,26,95,48,0,0,0,0,0,21,0
2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27-273,1997,3.1,129,2,22,57,52,6,129,1,0,0.0,1,100.0,64,267,126,3,3,0,3,1,93,10
2425,Ipswich Town,Conor Townsend,ENG,MF,31-256,1993,0.0,2,1,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
2425,Ipswich Town,Dara O'Shea,IRL,DF,25-256,1999,7.7,460,83,248,183,29,16,460,1,1,100.0,0,0.0,228,903,467,1,0,0,3,1,259,0
2425,Ipswich Town,George Edmundson,ENG,DF,27-076,1997,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0
2425,Ipswich Town,George Hirst,ENG,FW,25-274,1999,2.0,66,4,9,21,36,10,66,1,0,0.0,1,100.0,37,207,64,3,1,3,8,7,58,14
2425,Ipswich Town,Harry Clarke,ENG,DF,23-258,2001,1.1,63,7,24,20,20,0,63,0,0,,0,,26,181,101,2,3,0,3,0,33,0
2425,Ipswich Town,Jack Clarke,ENG,FW,23-358,2000,4.0,154,3,36,66,59,13,154,16,10,62.5,5,31.3,86,546,275,6,3,3,9,3,91,18
2425,Ipswich Town,Jack Taylor,IRL,MF,26-145,1998,1.5,110,10,33,58,21,1,110,1,1,100.0,0,0.0,69,387,259,2,4,0,2,0,81,4
2425,Ipswich Town,Jacob Greaves,ENG,DF,24-064,2000,7.0,393,84,220,157,17,7,393,1,1,100.0,0,0.0,196,761,344,1,0,0,5,1,253,2
2425,Ipswich Town,Jens Cajuste,SWE,MF,25-097,1999,3.0,126,6,30,64,34,2,126,4,4,100.0,0,0.0,54,239,148,4,1,1,3,1,61,3
2425,Ipswich Town,Kalvin Phillips,ENG,MF,28-349,1995,6.0,347,15,86,198,65,4,347,6,4,66.7,2,33.3,168,890,338,4,3,0,8,5,196,1
2425,Ipswich Town,Leif Davis,ENG,DF,24-308,2000,11.0,575,52,200,185,197,13,575,15,6,40.0,9,60.0,260,1478,715,19,12,2,16,3,277,44
2425,Ipswich Town,Liam Delap,ENG,FW,21-281,2003,8.6,180,11,22,70,93,26,180,21,12,57.1,9,42.9,126,968,471,19,10,8,35,16,138,33
2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-025,1998,4.2,261,59,149,106,6,2,261,0,0,,0,,158,746,399,3,3,0,1,0,174,0
2425,Ipswich Town,Marcus Harness,ENG,MF,28-265,1996,0.5,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1
2425,Ipswich Town,Massimo Luongo,AUS,MF,32-051,1992,1.6,60,8,29,20,11,0,60,0,0,,0,,31,114,21,0,0,0,2,2,34,1
2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-016,2003,9.7,398,6,55,161,188,35,398,52,23,44.2,23,44.2,263,2102,955,30,16,14,25,26,286,53
2425,Ipswich Town,Sam Morsy,EGY,MF,33-066,1991,9.9,573,25,158,334,87,1,573,10,9,90.0,1,10.0,327,1781,791,4,11,0,4,4,408,4
2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-052,1995,6.0,168,6,36,69,66,18,168,8,3,37.5,4,50.0,99,531,200,8,4,3,12,9,105,31
2425,Ipswich Town,Wes Burns,WAL,FW,29-358,1994,4.5,150,8,25,54,75,9,150,9,3,33.3,6,66.7,107,680,325,15,9,4,6,8,106,36
2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20-252,2004,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20-189,2004,2.2,133,0,11,61,62,4,133,2,0,0.0,2,100.0,79,377,129,6,5,1,5,5,92,11
2425,Leicester City,Bobby Reid,JAM,FW,31-287,1993,1.8,75,6,22,30,23,4,75,2,0,0.0,2,100.0,43,225,111,5,1,2,2,4,47,9
2425,Leicester City,Boubakary Soumaré,FRA,MF,25-262,1999,1.6,114,2,26,74,16,1,114,5,2,40.0,2,40.0,72,324,169,2,2,0,1,1,79,2
2425,Leicester City,Caleb Okoli,ITA,DF,23-125,2001,7.0,465,95,255,198,14,7,465,0,0,,0,,271,1341,646,3,1,0,6,0,281,1
2425,Leicester City,Conor Coady,ENG,DF,31-264,1993,0.1,8,4,8,0,0,0,8,0,0,,0,,2,7,0,0,1,1,1,0,0,0
2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19-328,2004,8.1,437,16,71,204,170,20,437,43,18,41.9,23,53.5,247,1536,747,21,13,6,25,19,272,40
2425,Leicester City,Hamza Choudhury,ENG,MF,27-045,1997,0.2,5,1,1,2,2,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0
2425,Leicester City,Harry Winks,ENG,MF,28-287,1996,9.5,614,24,150,375,98,1,614,4,1,25.0,3,75.0,368,1724,841,12,4,0,6,3,426,8
2425,Leicester City,James Justin,ENG,DF,26-266,1998,9.9,605,47,216,275,118,14,605,9,2,22.2,3,33.3,268,997,487,10,6,1,7,5,329,24
2425,Leicester City,Jamie Vardy,ENG,FW,37-309,1987,9.4,172,11,16,81,77,29,171,4,2,50.0,1,25.0,86,358,136,8,4,3,16,4,115,36
2425,Leicester City,Jannik Vestergaard,DEN,DF,32-104,1992,4.0,262,47,144,114,4,2,262,0,0,,0,,161,598,318,1,1,0,1,0,185,1
2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-065,1991,5.5,220,6,24,107,93,23,220,16,7,43.8,7,43.8,139,909,360,8,6,2,21,9,161,24
2425,Leicester City,Kasey McAteer,IRL,"FW,DF",22-359,2001,0.4,48,5,19,15,16,3,48,1,0,0.0,0,0.0,20,103,62,1,3,0,0,1,21,5
2425,Leicester City,Mads Hermansen,DEN,GK,24-127,2000,11.0,432,323,414,19,0,0,432,0,0,,0,,261,1436,743,0,0,0,0,0,209,0
2425,Leicester City,Odsonne Édouard,FRA,FW,26-304,1998,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2
2425,Leicester City,Oliver Skipp,ENG,MF,24-060,2000,4.5,201,13,53,125,25,0,201,8,4,50.0,4,50.0,116,463,243,6,3,0,3,4,135,3
2425,Leicester City,Ricardo Pereira,POR,DF,31-040,1993,1.6,97,3,28,56,13,1,97,0,0,,0,,57,123,33,1,0,1,1,0,55,3
2425,Leicester City,Stephy Mavididi,ENG,FW,26-168,1998,6.8,312,9,47,126,146,21,312,36,13,36.1,20,55.6,216,1471,730,28,11,7,15,19,230,51
2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21-335,2002,9.5,608,49,236,285,92,1,608,9,3,33.3,6,66.7,306,1412,697,14,4,0,3,7,334,23
2425,Leicester City,Wilfred Ndidi,NGA,MF,27-335,1996,10.2,571,51,195,263,119,33,571,18,8,44.4,9,50.0,283,1279,490,9,10,2,20,17,345,47
2425,Leicester City,Wout Faes,BEL,DF,26-226,1998,11.0,678,124,329,319,33,12,678,3,3,100.0,0,0.0,380,1837,1139,4,5,0,6,3,441,1
2425,Liverpool,Alexis Mac Allister,ARG,MF,25-327,1998,8.6,553,22,97,322,136,17,553,12,2,16.7,10,83.3,286,1007,480,11,9,1,10,13,394,27
2425,Liverpool,Alisson,BRA,GK,32-044,1992,5.9,227,167,223,4,0,0,227,0,0,,0,,151,566,312,0,0,0,0,0,162,0
2425,Liverpool,Andrew Robertson,SCO,DF,30-249,1994,8.4,646,27,190,298,163,15,646,5,2,40.0,2,40.0,330,1414,763,15,11,1,6,3,417,18
2425,Liverpool,Caoimhín Kelleher,IRL,GK,25-358,1998,5.0,195,146,194,1,0,0,195,1,1,100.0,0,0.0,146,484,305,0,0,0,1,0,136,0
2425,Liverpool,Cody Gakpo,NED,FW,25-192,1999,4.7,215,7,27,77,118,20,215,10,8,80.0,1,10.0,143,879,367,11,5,5,5,2,165,57
2425,Liverpool,Conor Bradley,NIR,DF,21-129,2003,1.6,161,10,54,75,34,9,161,1,1,100.0,0,0.0,93,552,298,9,4,2,1,0,98,5
2425,Liverpool,Curtis Jones,ENG,MF,23-290,2001,4.6,271,8,49,162,62,12,271,8,5,62.5,2,25.0,168,821,359,5,1,1,5,9,210,14
2425,Liverpool,Darwin Núñez,URU,FW,25-144,1999,4.7,129,5,21,42,71,22,129,9,6,66.7,2,22.2,78,388,213,9,8,5,9,11,94,32
2425,Liverpool,Diogo Jota,POR,FW,27-347,1996,5.5,169,2,9,70,92,31,169,12,2,16.7,9,75.0,91,640,283,13,10,9,16,10,125,34
2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-021,2000,8.3,485,7,59,266,166,22,485,10,8,80.0,2,20.0,265,1280,749,23,15,7,13,5,350,30
2425,Liverpool,Federico Chiesa,ITA,FW,27-021,1997,0.2,12,0,2,5,5,3,12,1,0,0.0,1,100.0,11,35,13,1,0,1,1,2,9,2
2425,Liverpool,Harvey Elliott,ENG,FW,21-225,2003,0.1,14,0,1,4,9,1,14,0,0,,0,,10,50,28,1,0,1,0,0,11,3
2425,Liverpool,Ibrahima Konaté,FRA,DF,25-174,1999,9.8,761,94,375,364,24,8,761,1,1,100.0,0,0.0,458,2019,1112,4,1,0,2,1,560,1
2425,Liverpool,Jarell Quansah,ENG,DF,21-291,2003,0.5,35,11,27,7,1,0,35,0,0,,0,,16,47,12,0,0,0,0,0,22,0
2425,Liverpool,Joe Gomez,ENG,DF,27-176,1997,0.6,48,6,23,21,4,2,48,0,0,,0,,21,79,33,0,0,0,0,0,25,0
2425,Liverpool,Kostas Tsimikas,GRE,DF,28-187,1996,2.6,237,10,68,115,55,1,237,2,2,100.0,0,0.0,111,527,321,5,4,0,1,1,146,6
2425,Liverpool,Luis Díaz,COL,FW,27-307,1997,7.2,340,7,33,131,185,46,340,39,16,41.0,19,48.7,226,1799,901,31,17,20,13,16,260,65
2425,Liverpool,Mohamed Salah,EGY,FW,32-153,1992,10.7,451,7,29,157,269,87,449,35,18,51.4,16,45.7,322,2006,887,39,15,36,24,24,399,122
2425,Liverpool,Ryan Gravenberch,NED,MF,22-183,2002,11.0,783,40,173,469,149,6,783,18,11,61.1,4,22.2,469,2423,1229,23,24,3,18,3,572,15
2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-039,1998,9.6,700,26,197,306,202,12,700,15,5,33.3,9,60.0,337,1727,942,23,16,5,9,10,430,25
2425,Liverpool,Virgil van Dijk,NED,DF,33-130,1991,11.0,1020,157,477,516,29,13,1020,1,1,100.0,0,0.0,569,2539,1194,1,5,0,2,1,706,0
2425,Liverpool,Vitezslav Jaros,CZE,GK,23-115,2001,0.1,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,0,5,0
2425,Liverpool,Wataru Endo,JPN,MF,31-280,1993,0.2,25,1,7,11,7,0,25,0,0,,0,,12,63,10,0,0,0,2,1,15,0
2425,Manchester City,Bernardo Silva,POR,"MF,FW",30-097,1994,9.3,606,8,57,192,363,79,606,26,12,46.2,12,46.2,369,2310,1265,41,18,20,6,11,460,88
2425,Manchester City,Ederson,BRA,GK,31-090,1993,11.0,432,280,425,7,0,0,432,0,0,,0,,272,1251,787,0,0,0,1,0,276,0
2425,Manchester City,Erling Haaland,NOR,FW,24-117,2000,11.0,214,8,13,58,145,81,213,14,5,35.7,8,57.1,107,500,187,9,3,10,14,14,168,44
2425,Manchester City,Jack Grealish,ENG,"FW,MF",29-066,1995,3.8,237,9,21,46,173,49,237,14,8,57.1,3,21.4,170,1439,960,46,10,31,5,2,187,67
2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,19-011,2005,1.0,113,8,57,54,2,0,113,1,0,0.0,0,0.0,70,322,150,1,0,0,1,0,92,0
2425,Manchester City,James Mcatee,ENG,FW,22-028,2002,0.0,6,0,0,1,5,1,6,0,0,,0,,2,5,0,0,0,0,0,0,4,0
2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22-172,2002,4.5,292,1,10,61,229,43,292,46,22,47.8,13,28.3,211,2196,1443,66,30,25,13,12,240,83
2425,Manchester City,John Stones,ENG,"DF,MF",30-171,1994,2.7,183,11,41,89,54,4,183,0,0,,0,,106,751,432,8,10,0,0,0,133,1
2425,Manchester City,Joško Gvardiol,CRO,DF,22-297,2002,10.5,944,39,190,425,334,34,944,12,6,50.0,5,41.7,618,2980,1628,30,29,4,6,8,708,23
2425,Manchester City,Kevin De Bruyne,BEL,MF,33-140,1991,4.1,382,1,21,127,236,19,382,8,4,50.0,3,37.5,196,895,494,13,13,3,5,9,297,38
